s,X_{cj},X_{rj},Y_{cj},Y_{rj},Z,T,V
0.0001,0.1423136766573409,0.14231367665733857,0.14323950613647002,0.1429781096570935,0.14276179535172748,0.14332733828425806,0.14306589725577157
0.00014563484775012445,0.14206580903402155,0.14206580903399987,0.14341366462935431,0.14303282428180839,0.1427192043125151,0.14354181201410834,0.14316087669419247
0.00021209508879201905,0.14170499480108298,0.14170499480108023,0.1436669213856041,0.14311195875803817,0.14265820457850859,0.14385404561851342,0.1432988800571725
0.00030888435964774815,0.14117989380379314,0.14117989380380921,0.14403493112965182,0.14322603337657025,0.1425715446767124,0.14430851802389738,0.1434991851855657
0.0004498432668969444,0.14041599781607614,0.14041599781606678,0.1445690989955512,0.14338966307637094,0.1424499301590206,0.14496984268936028,0.1437894694475539
0.0006551285568595509,0.13930541408203806,0.13930541408204075,0.14534311506541558,0.14362260504538935,0.14228250210685262,0.14593174647178564,0.1442092031464781
0.0009540954763499944,0.1376925335553177,0.1376925335553126,0.14646161705615773,0.14395032570749391,0.14205900267307373,0.14732986660354583,0.14481412084909845
0.0013894954943731374,0.1353545695108605,0.13535456951083988,0.14807073463190895,0.144402708450562,0.14177598118082826,0.14935967853297827,0.14568175818202217
0.0020235896477251557,0.13197704161198925,0.1319770416119862,0.1503682693649962,0.14500746830648284,0.14145167792623575,0.1523008514264432,0.14691764975186652
0.0029470517025518097,0.1271284212278691,0.1271284212278608,0.15360540103131626,0.14577018042872888,0.14115825368440071,0.1565482880580611,0.14866103434176303
0.004291934260128779,0.12025089127320401,0.12025089127320439,0.15805576868013835,0.14662293964869066,0.141084364467787,0.16264644188199093,0.15108870277498457
0.0062505519252739694,0.11071707393109434,0.1107170739310947,0.1638881305477025,0.14730609866100552,0.14163634345755666,0.17131454978567867,0.15442072968586767
0.009102981779915217,0.09806720590370506,0.09806720590370706,0.17079993641339886,0.1471332198283722,0.14353408582858912,0.18343729138777193,0.15896105473445585
0.013257113655901081,0.08258460108208916,0.08258460108207467,0.17720245567950016,0.14465615316062325,0.14766241445069825,0.20000576688328736,0.16530400766172715
0.019306977288832496,0.0660650396005657,0.06606503960055786,0.17908270812806865,0.13761552234491475,0.1540723602171076,0.22210552280640458,0.17499380730238065
0.02811768697974228,0.05153565660720918,0.05153565660719478,0.17022135896623297,0.12412837553964608,0.15979553492414256,0.25115333584438787,0.19163008151118668
0.040949150623804234,0.04057303625540149,0.04057303625540039,0.14656169587343215,0.10471779975915446,0.15775759403671408,0.2889291052110486,0.22088773260884872
0.05963623316594643,0.03129331274554149,0.03129331274554103,0.11109696756637842,0.0813006524442381,0.14034157839552366,0.3365579778995338,0.2681161982032436
