s,X,Y_{cj},Y_{rj},Z,T,U,V,W
0.12648552168552957,0.044816286921479376,0.05260529776039683,0.04798206996813063,0.06255903025619622,0.006691288004879544,0.39605880440476504,0.005841405700959693,0.3834458169831926
0.18420699693267145,0.0337959264873243,0.03593760577906316,0.034907041400664564,0.05070835014379237,0.004365667345438395,0.419787096946808,0.004132636573261897,0.41636567532364727
0.2682695795279725,0.02555604078732329,0.026335201494072046,0.026189673507259092,0.042976075520767265,0.0031417926787341796,0.4365649826379619,0.00309613266963123,0.4361401007042511
0.3906939937054613,0.01946703250981668,0.019949557970901876,0.019936459394608537,0.03692353582091798,0.0023639087322504604,0.4495094065433578,0.0023585380895039,0.4494915609386428
0.5689866029018293,0.015029927908926335,0.015365155282487455,0.015364485292586596,0.03164190683698493,0.0018065922852460133,0.4594928977882523,0.0018062945763447124,0.4594927400291717
0.8286427728546842,0.011889598169640102,0.012118117045930073,0.012118104346502824,0.027044599506780988,0.001402377778124131,0.467012415450939,0.0014023722511313488,0.46701241545095157
1.2067926406393288,0.009755500915717457,0.009905030363145753,0.00990503031367663,0.02310436296880826,0.0011170307410240776,0.4725480069886019,0.0011170307204240897,0.4725480069886019
1.7575106248547894,0.008394485168917195,0.008485226631821685,0.008485226631825453,0.019764601581774233,0.0009242335594882428,0.4765109964333424,0.0009242335594882428,0.4765109964333425
2.559547922699533,0.007619640711737283,0.0076673069771349975,0.00766730697713541,0.016957263536131785,0.0008033080325680955,0.4792409328663622,0.0008033080325680955,0.47924093286636216
3.727593720314938,0.007262698931351561,0.007281815714117467,0.007281815714115625,0.01461439701269402,0.0007380559651795402,0.4810415803486811,0.0007380559651795402,0.4810415803486811
5.428675439323859,0.007152575337132295,0.007157358080815767,0.007157358080816264,0.012673488530343942,0.0007140301021155588,0.4822155798833305,0.000714030102115189,0.4822155798833305
7.9060432109076855,0.0071404742218136785,0.007141035007819215,0.007141035007820354,0.011077335844425124,0.0007160216886844178,0.48303403827038455,0.0007160216886843393,0.4830340382703683
11.513953993264458,0.007147762113055309,0.007147783144843532,0.007147783144841533,0.009772915049301688,0.0007300001665147981,0.48366187810746397,0.00073000016651483,0.4836618781074643
16.768329368110066,0.00715510817416823,0.007155108322996692,0.0071551083229935515,0.008713665679823084,0.0007481999426469531,0.4841623048073622,0.0007481999426469531,0.48416230480736233
24.420530945486497,0.007160966642613963,0.007160966642612982,0.0071609666426101955,0.0078619039864751,0.000768855225736626,0.48455874281710853,0.0007688552257367045,0.484558742817106
35.564803062231285,0.0071654920816181964,0.007165492081617282,0.007165492081616188,0.0071890556302034924,0.0007922698728510573,0.4848649641896213,0.0007922698728510573,0.4848649641896213
51.79474679231202,0.007168816551682748,0.007168816551682401,0.007168816551682734,0.006675279489600194,0.000819215430500991,0.48508991999717493,0.000819215430500961,0.48508991999717505
75.43120063354607,0.0071710332343616345,0.007171033234360152,0.007171033234360428,0.006306209645257335,0.0008504298005395887,0.48523991552529067,0.0008504298005396566,0.48523991552529055
109.85411419875572,0.0071723169391507404,0.007172316939150145,0.007172316939151289,0.006060300118845919,0.0008845949826413222,0.48532677954920966,0.0008845949826413222,0.48532677954920966
159.98587196060572,0.007172994990189941,0.00717299499019005,0.007172994990190479,0.005902796743511592,0.0009164481400992127,0.4853726610028597,0.0009164481400992127,0.4853726610028597
