s,X_{cj},X_{rj},Y_{cj},Y_{rj},U,W
339.3221771895323,3.347444989117393e-16,5.579074981862323e-16,0.4999999999999887,0.5000000000000082,1.0918424085597748e-15,1.0918424085597748e-15
494.1713361323828,3.347444989117393e-16,5.579074981862323e-16,0.4999999999999887,0.5000000000000082,1.0918424085597748e-15,1.0918424085597748e-15
719.6856730011514,3.347444989117393e-16,5.579074981862323e-16,0.4999999999999887,0.5000000000000082,1.0918424085597748e-15,1.0918424085597748e-15
1048.1131341546852,3.347444989117393e-16,5.579074981862323e-16,0.4999999999999887,0.5000000000000082,1.0918424085597748e-15,1.0918424085597748e-15
1526.4179671752302,3.347444989117393e-16,5.579074981862323e-16,0.4999999999999887,0.5000000000000082,1.0918424085597748e-15,1.0918424085597748e-15
2222.996482526191,3.347444989117393e-16,5.579074981862323e-16,0.4999999999999887,0.5000000000000082,1.0918424085597748e-15,1.0918424085597748e-15
3237.45754281764,3.347444989117393e-16,5.579074981862323e-16,0.4999999999999887,0.5000000000000082,1.0918424085597748e-15,1.0918424085597748e-15
4714.8663634573895,3.347444989117393e-16,5.579074981862323e-16,0.4999999999999887,0.5000000000000082,1.0918424085597748e-15,1.0918424085597748e-15
6866.488450042998,3.347444989117393e-16,5.579074981862323e-16,0.4999999999999887,0.5000000000000082,1.0918424085597748e-15,1.0918424085597748e-15
10000.0,3.347444989117393e-16,5.579074981862323e-16,0.4999999999999887,0.5000000000000082,1.0918424085597748e-15,1.0918424085597748e-15
