s,X_{cj},X_{rj},Y_{cj},Y_{rj},T,V
0.0001,0.1657084285848698,0.1657084285848702,0.16740730365985654,0.16705088912204663,0.1672405390090846,0.1668844110392722
0.00014563484775012445,0.16527194414275645,0.16527194414276272,0.16774534302416302,0.16722565031454292,0.16750210106056965,0.16698301731520523
0.00021209508879201905,0.16463718234512245,0.1646371823451134,0.1682376975272026,0.1674795138098542,0.16788265625078322,0.16712576772192406
0.00030888435964774815,0.16371469476930858,0.1637146947692945,0.16895483263135833,0.16784784362170857,0.16843608255043074,0.16733185165789918
0.0004498432668969444,0.1623754062612755,0.16237540626128708,0.16999939660847824,0.16838131144774376,0.16924034032290503,0.16762813909831037
0.0006551285568595509,0.1604339273342044,0.16043392733421472,0.17152088069050836,0.16915193130924572,0.17040784924212402,0.16805148408970255
0.0009540954763499944,0.1576259480518904,0.15762594805188546,0.17373682764094436,0.17026074459271964,0.17209980202387892,0.16865072963868122
0.0013894954943731374,0.15357913704267714,0.15357913704267412,0.17696320599682078,0.17184662148101446,0.17454511047537255,0.169486787961441
0.0020235896477251557,0.14777955470788326,0.14777955470787948,0.1816568521413141,0.17409386001826943,0.17806333269013866,0.17062684573451506
0.0029470517025518097,0.13954310460719416,0.13954310460717353,0.1884714923853566,0.17723197073087893,0.18308641903787976,0.17212390863151691
0.004291934260128779,0.12802093990387672,0.1280209399038965,0.198321421866602,0.18151174397644484,0.1901610355506478,0.1739639187985321
0.0062505519252739694,0.11231170069688245,0.11231170069688716,0.2124217498109446,0.18712505109280242,0.19987969811019235,0.17595009959229088
0.009102981779915217,0.09183153278357141,0.09183153278358049,0.23220599689080643,0.19402106151317922,0.2126169022066726,0.17749297382218981
0.013257113655901081,0.06714432251147814,0.06714432251145501,0.2588835901031668,0.20162352663280958,0.22785456891333697,0.17734966932775342
0.019306977288832496,0.04114168240771113,0.041141682407710295,0.2922717783172192,0.20876301889586377,0.2430335129112746,0.17364832506022093
0.02811768697974228,0.019195288341966637,0.019195288341977,0.32884207378376806,0.21469359833327895,0.253083392628091,0.16499035857091846
0.040949150623804234,0.0059848352148728365,0.005984835214870661,0.36008607592313946,0.22102966384445494,0.2538011087978762,0.153113481004786
0.05963623316594643,0.0010553001344333916,0.0010553001344483222,0.3735288353330645,0.23007304227577796,0.2485546038384129,0.14573291828386295
0.08685113737513521,8.629150168294095e-05,8.629150167050744e-05,0.3580860057115093,0.23800112350840763,0.24780971517878858,0.15593057259794102
0.12648552168552957,2.6649791757761395e-06,2.664979187945037e-06,0.31103517220806276,0.2336898199973613,0.26067370641598625,0.19459597142022608
0.18420699693267145,2.358921346868021e-08,2.3589217785067915e-08,0.24028316823847717,0.20548338042192704,0.29348921454929694,0.2607441896118675
0.2682695795279725,7.245803720830589e-16,3.1256408207504507e-16,0.15856750793056038,0.14941269194758566,0.3505275509580767,0.34149224916377613
0.3906939937054613,4.5326266601392515e-17,4.532626660139252e-16,0.08111166000288707,0.08005828400576116,0.4199410554300336,0.4188890005613176
0.5689866029018293,7.214694944699725e-17,1.8036737361749315e-15,0.2501191751355803,0.2498808250325534,0.2498808293201383,0.25011917051172616
0.8286427728546842,4.326899432938813e-16,3.365366225619077e-16,0.250003808126772,0.24999619562509856,0.2499961918740366,0.25000380437409203
1.2067926406393288,7.211125945742426e-17,5.288159026877779e-16,0.2500000727468645,0.25000002774681757,0.24999992725316666,0.24999997225315063
1.7575106248547894,4.2003934945273493e-16,8.479338213184285e-16,0.49999997609004093,0.49999997609004093,2.390995849820465e-08,2.3909958498204636e-08
2.559547922699533,9.939084575034103e-16,7.603344025153794e-16,0.49999999994614497,0.49999999994614497,5.385423175804376e-11,5.385423175804379e-11
3.727593720314938,3.330669073875469e-16,2.7755575615628904e-16,0.5000000000000094,0.49999999999999,0.0,0.0
5.428675439323859,1.9428902930940237e-16,6.383782391594649e-16,0.5000000000000092,0.4999999999999899,0.0,0.0
7.9060432109076855,4.291608223263675e-16,8.901861244510552e-16,0.4999999999999994,0.4999999999999994,0.0,0.0
11.513953993264458,2.8532891499929983e-16,1.0070801454724967e-16,0.49999999999999983,0.49999999999999983,0.0,0.0
16.768329368110066,5.237524829574711e-16,1.9972293009556383e-16,0.49999999999999967,0.49999999999999967,0.0,0.0
24.420530945486497,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
35.564803062231285,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
51.79474679231202,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
75.43120063354607,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
109.85411419875572,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
159.98587196060572,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
232.99518105153672,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
339.3221771895323,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
494.1713361323828,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
719.6856730011514,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1048.1131341546852,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1526.4179671752302,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
2222.996482526191,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
3237.45754281764,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
4714.8663634573895,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
6866.488450042998,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
10000.0,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
