N,X,Y,Z
57,0.2500000000000002,0.24999999999999986,0.49999999999999994
58,0.2500000000000002,0.24999999999999986,0.49999999999999994
59,0.2500000000000002,0.24999999999999986,0.49999999999999994
60,0.2500000000000002,0.24999999999999986,0.49999999999999994
61,0.2500000000000002,0.24999999999999986,0.49999999999999994
62,0.2500000000000002,0.24999999999999986,0.49999999999999994
63,0.2500000000000002,0.24999999999999986,0.49999999999999994
64,0.2500000000000002,0.24999999999999986,0.49999999999999994
65,0.2500000000000002,0.24999999999999986,0.49999999999999994
66,0.2500000000000002,0.24999999999999986,0.49999999999999994
67,0.2500000000000002,0.24999999999999986,0.49999999999999994
68,0.2500000000000002,0.24999999999999986,0.49999999999999994
69,0.2500000000000002,0.24999999999999986,0.49999999999999994
70,0.2500000000000002,0.24999999999999986,0.49999999999999994
71,0.2500000000000002,0.24999999999999986,0.49999999999999994
72,0.2500000000000002,0.24999999999999986,0.49999999999999994
73,0.2500000000000002,0.24999999999999986,0.49999999999999994
74,0.2500000000000002,0.24999999999999986,0.49999999999999994
75,0.2500000000000002,0.24999999999999986,0.49999999999999994
76,0.2500000000000002,0.24999999999999986,0.49999999999999994
77,0.2500000000000002,0.24999999999999986,0.49999999999999994
78,0.2500000000000002,0.24999999999999986,0.49999999999999994
79,0.2500000000000002,0.24999999999999986,0.49999999999999994
80,0.2500000000000002,0.24999999999999986,0.49999999999999994
81,0.2500000000000002,0.24999999999999986,0.49999999999999994
82,0.2500000000000002,0.24999999999999986,0.49999999999999994
83,0.2500000000000002,0.24999999999999986,0.49999999999999994
84,0.2500000000000002,0.24999999999999986,0.49999999999999994
85,0.2500000000000002,0.24999999999999986,0.49999999999999994
86,0.2500000000000002,0.24999999999999986,0.49999999999999994
87,0.2500000000000002,0.24999999999999986,0.49999999999999994
88,0.2500000000000002,0.24999999999999986,0.49999999999999994
89,0.2500000000000002,0.24999999999999986,0.49999999999999994
90,0.2500000000000002,0.24999999999999986,0.49999999999999994
91,0.2500000000000002,0.24999999999999986,0.49999999999999994
92,0.2500000000000002,0.24999999999999986,0.49999999999999994
93,0.2500000000000002,0.24999999999999986,0.49999999999999994
94,0.2500000000000002,0.24999999999999986,0.49999999999999994
95,0.2500000000000002,0.24999999999999986,0.49999999999999994
96,0.2500000000000002,0.24999999999999986,0.49999999999999994
97,0.2500000000000002,0.24999999999999986,0.49999999999999994
98,0.2500000000000002,0.24999999999999986,0.49999999999999994
99,0.2500000000000002,0.24999999999999986,0.49999999999999994
100,0.33333333333334153,0.3333333333333293,0.3333333333333293
