s,XY,XW,XV,YX,YW,YV,WX,WY,WV,VX,VY,VW
0.0001,1036.4421086586465,1035.475503527924,1034.8187200249993,1034.5087938081463,1031.865267056267,1033.8542357144627,1035.475503527924,1033.7910593302986,1034.8187200249993,1036.132237645769,1034.4463362186034,1036.132237645769
0.00014563484775012445,1036.8831861662472,1035.475503527924,1034.5189908488912,1034.0676141544234,1030.2243752195805,1033.115790211168,1035.475503527924,1033.0239968365515,1034.5189908488912,1036.431923996517,1033.9773306842437,1036.431923996517
0.00021209508879201905,1037.5254977130446,1035.475503527924,1034.0824532263086,1033.4250568850164,1027.8420680059842,1032.0419579962343,1035.475503527924,1031.9087286558693,1034.0824532263086,1036.8683446839455,1033.2950396397166,1036.8683446839455
0.00030888435964774815,1038.4608382173456,1035.475503527924,1033.446673345214,1032.489222650772,1024.3882760244048,1030.4814474797172,1035.475503527924,1030.288383323232,1033.446673345214,1037.5038897215436,1032.3029321358474,1037.5038897215436
0.0004498432668969444,1039.8228032134862,1035.475503527924,1032.5206951892942,1031.1261956460594,1019.391433892479,1028.215932290762,1035.475503527924,1027.93682276556,1032.5206951892942,1038.429379157383,1030.8613565865994,1038.429379157383
0.0006551285568595509,1041.8057815908476,1035.475503527924,1031.1720443934435,1029.1409450704994,1012.1840661870673,1024.9316176368513,1035.475503527924,1024.5295426156638,1031.1720443934435,1039.7769893599218,1028.7688898919773,1039.7769893599218
0.0009540954763499944,1044.6924907565424,1035.475503527924,1029.207721220133,1026.249458472045,1001.8342661861848,1020.1803109792429,1035.475503527924,1019.60413133526,1029.207721220133,1041.739100069337,1025.7361952277065,1041.739100069337
0.0013894954943731374,1048.8934857567058,1035.475503527924,1026.3467162610482,1022.0383017281579,987.068200457406,1013.3276444505007,1035.475503527924,1012.5086481454244,1026.3467162610482,1044.5954154260617,1021.3504748471969,1044.5954154260617
0.0020235896477251557,1055.0037502329562,1035.475503527924,1022.1799409739557,1015.9065012881313,966.2015090420181,1003.4879858809998,1035.475503527924,1002.338513252198,1022.1799409739557,1048.7522503297885,1015.0282771590868,1048.7522503297885
0.0029470517025518097,1063.8814665602622,1035.475503527924,1016.1127032723394,1006.9831569380399,937.1247371566194,989.4504270437717,1035.475503527924,987.8694393600802,1016.1127032723394,1054.798398400182,1005.9567481079952,1054.798398400182
0.004291934260128779,1076.7529877600655,1035.475503527924,1007.283106825858,994.0150875870639,897.4363113925131,969.6117355162528,1035.475503527924,967.5088308169635,1007.283106825858,1063.583332591441,993.0274312075932,1063.583332591441
0.0062505519252739694,1095.33680426603,1035.475503527924,994.4505484874909,975.2274531529545,844.8830366262611,941.9563032371378,1035.475503527924,939.316770171123,994.4505484874909,1076.3213520888517,974.7778476648741,1076.3213520888517
0.009102981779915217,1121.9419982062986,1035.475503527924,975.8569105790107,948.194239767394,778.2975870751002,904.1644399247535,1035.475503527924,901.1909391028136,975.8569105790107,1094.7154167552426,949.3760306016837,1094.7154167552426
0.013257113655901081,1159.388542616791,1035.475503527924,949.0955072627486,909.8583440525947,699.0282436794666,853.9864535153424,1035.475503527924,851.3392643675727,949.0955072627486,1121.0576019351356,914.7167367839837,1121.0576019351356
0.019306977288832496,1210.3565975743693,1035.475503527924,911.1233655328729,857.0808412111043,612.1212566179039,790.0484938930454,1035.475503527924,789.0806857383772,911.1233655328729,1158.1583518578796,868.7347956562028,1158.1583518578796
0.02811768697974228,1275.5087816538407,1035.475503527924,858.7871727703221,788.3868003573419,525.4557518783059,713.1202745177341,1035.475503527924,715.6774413457583,858.7871727703221,1208.7201977233979,810.0405271378113,1208.7201977233979
0.040949150623804234,1350.4426430983444,1035.475503527924,790.5271173535815,706.9355722947963,445.8315080692855,627.3317676214131,1035.475503527924,634.5041566531976,790.5271173535815,1273.5022810792163,738.8444639275847,1273.5022810792163
