s,XY,XZ,XV,YX,YZ,YV,ZX,ZY,ZV,VX,VY,VZ
0.5689866029018293,1483.1200980276683,0.0,0.0,0.0,2182.3278284762714,0.0,721.4946928757292,0.0,914.6120831515906,1541.183186004759,228.76424979314297,417.4798030583925
0.8286427728546842,1396.2146833367854,0.0,0.0,0.0,2205.9307113252426,0.0,662.5525003379312,0.0,856.2124928654304,1485.160238366459,189.8972271745549,349.55387630392204
1.2067926406393288,1289.751191886438,0.0,0.0,0.0,2171.930489688829,0.0,608.2171503269436,0.0,795.1679305891073,1399.004879320571,0.0,0.0
1.7575106248547894,1183.7987327782616,0.0,0.0,0.0,2075.9229250511503,0.0,561.2496067907457,0.0,733.783362599158,1292.8569068778038,0.0,0.0
2.559547922699533,1101.5415147414062,0.0,0.0,0.0,1930.6629202327542,0.0,524.6626843900493,0.0,674.2053814736262,1186.5588787939869,0.0,0.0
3.727593720314938,1055.4784683268256,0.0,0.0,0.0,1765.4422270899827,0.0,500.78114744995327,0.0,618.7278136112311,1103.3789765647855,0.0,0.0
5.428675439323859,1038.9525670962523,0.0,0.0,0.0,1612.0739576813219,0.0,489.63782995618345,0.0,570.0247450634178,1056.301670958922,0.0,0.0
7.9060432109076855,1035.7464888712238,0.0,0.0,0.0,1487.8474215740516,0.0,488.6117837274957,0.0,531.10241088781,1039.1635676052754,0.0,0.0
11.513953993264458,1035.4820889783464,0.0,0.0,0.0,1393.3564343113928,0.0,494.6098014596718,0.0,504.5475505554316,1035.7707801538534,0.0,0.0
16.768329368110066,1035.4755328702595,0.0,0.0,0.0,1322.8522919570598,0.0,505.62060299299685,0.0,490.9678761266893,1035.4829661540848,0.0,0.0
24.420530945486497,1035.4755035512246,0.0,0.0,0.0,1271.1054161693237,0.0,520.0113828548373,0.0,488.1668648146301,1035.4755387007458,0.0,0.0
35.564803062231285,1035.4755035279243,0.0,0.0,0.0,1234.3474810133428,0.0,535.7831659577888,0.0,492.93727098810206,1035.4755035583007,0.0,0.0
51.79474679231202,1035.475503527924,0.0,0.0,0.0,1209.9167110854007,0.0,550.3780685924658,0.0,503.0606662826354,1035.4755035279245,0.0,0.0
75.43120063354607,1035.475503527924,0.0,0.0,0.0,1195.7825076859233,0.0,561.0252965675818,0.0,516.9112119045036,1035.475503527924,0.0,0.0
109.85411419875572,1035.475503527924,0.0,0.0,0.0,1189.533322770244,0.0,566.3985496539357,0.0,532.5914524305849,1035.475503527924,0.0,0.0
159.98587196060572,1035.475503527924,nan,0.0,nan,1187.7723246486303,0.0,567.9975087894143,nan,547.6555510547141,1035.475503527924,0.0,0.0
232.99518105153672,1035.475503527924,nan,nan,nan,1187.5199443177626,nan,568.2299462841567,nan,559.2915382132438,1035.475503527924,0.0,0.0
339.3221771895323,1035.475503527924,nan,nan,nan,1187.5062024760605,nan,568.2426271543585,nan,565.6978486508827,1035.475503527924,0.0,0.0
494.1713361323828,1035.475503527924,nan,nan,nan,1187.5060130652566,nan,568.2428019704265,nan,567.8490168493774,1035.475503527924,0.0,nan
719.6856730011514,1035.475503527924,nan,nan,nan,1187.5060127013305,nan,568.2428022690423,nan,568.2171605243548,1035.475503527924,nan,nan
1048.1131341546852,1035.475503527924,nan,nan,nan,1187.5060127012903,nan,568.2428022690125,nan,568.2423235557557,1035.475503527924,nan,nan
1526.4179671752302,1035.475503527924,nan,nan,nan,1187.5060127012903,nan,568.2428022690125,nan,568.2428008214436,1035.475503527924,nan,nan
2222.996482526191,1035.475503527924,nan,nan,nan,1187.5060127012903,nan,568.2428022690125,nan,568.2428022692636,1035.475503527924,nan,nan
3237.45754281764,1035.475503527924,nan,nan,nan,1187.5060127012903,nan,568.2428022690125,nan,568.2428022690125,1035.475503527924,nan,nan
4714.8663634573895,1035.475503527924,nan,nan,nan,1187.5060127012903,nan,568.2428022690125,nan,568.2428022690125,1035.475503527924,nan,nan
6866.488450042998,1035.475503527924,nan,nan,nan,1187.5060127012903,nan,568.2428022690125,nan,568.2428022690125,1035.475503527924,nan,nan
10000.0,1035.475503527924,nan,nan,nan,1187.5060127012903,nan,568.2428022690125,nan,568.2428022690125,1035.475503527924,nan,nan
