s,XY,YX
0.0001,19602.893305257443,19601.044961618594
0.00014563484775012445,19603.280447604797,19600.58861984148
0.00021209508879201905,19603.821262477963,19599.901037672
0.00030888435964774815,19604.560094259108,19598.85092549175
0.0004498432668969444,19605.532618413963,19597.218217115158
0.0006551285568595509,19606.72948738175,19594.621247759893
0.0009540954763499944,19608.007110948267,19590.37461038929
0.0013894954943731374,19608.880988058147,19583.205985476125
0.0020235896477251557,19608.06302529705,19570.68381395396
0.0029470517025518097,19602.44983248515,19548.051344601587
0.004291934260128779,19584.95654478262,19505.85242232028
0.0062505519252739694,19540.00152944598,19425.163359308834
0.009102981779915217,19434.524519881877,19268.39035200562
0.013257113655901081,19201.802179479924,18963.17395338143
0.019306977288832496,18718.74518075937,18380.82337755299
0.02811768697974228,17796.311771071498,17330.206146055716
0.040949150623804234,16245.429569852076,15629.554068767859
0.05963623316594643,14066.207185696887,13297.637463681773
0.08685113737513521,11569.193391134884,10664.119675712689
0.12648552168552957,9158.79928016919,8141.344951160662
0.18420699693267145,7067.604250774153,5963.465903238607
0.2682695795279725,5357.484931596321,4194.824050533815
0.3906939937054613,4010.8807422796795,2821.5706794194925
0.5689866029018293,2982.83878831002,1801.6601465745623
0.8286427728546842,2223.3164586852486,1084.084110039713
1.2067926406393288,1686.189889615544,614.2345300622707
1.7575106248547894,1331.606082553635,334.77486157178066
2.559547922699533,1123.7019681791894,188.60275071703273
3.727593720314938,1024.7680053165207,125.19722853596892
5.428675439323859,991.761680977163,105.08037526495391
7.9060432109076855,985.4978601503924,101.3253400678203
11.513953993264458,984.9832663723846,101.0177580193508
16.768329368110066,984.9705101134653,101.01013512617688
24.420530945486497,984.970453044379,101.0101010229945
35.564803062231285,984.9704530228738,101.01010101021772
51.79474679231202,984.9704530228736,101.01010101022149
75.43120063354607,984.9704530228736,101.01010101027505
109.85411419875572,984.9704530228736,101.01010101038584
159.98587196060572,984.9704530228736,0.0
232.99518105153672,984.9704530228736,0.0
339.3221771895323,984.9704530228736,0.0
494.1713361323828,984.9704530228736,0.0
719.6856730011514,984.9704530228736,nan
1048.1131341546852,984.9704530228736,nan
1526.4179671752302,984.9704530228736,nan
2222.996482526191,984.9704530228736,nan
3237.45754281764,984.9704530228736,nan
4714.8663634573895,984.9704530228736,nan
6866.488450042998,984.9704530228736,nan
10000.0,984.9704530228736,nan
