s,XY,XZ,XV,YX,YZ,YV,ZX,ZY,ZV,VX,VY,VZ
0.0001,19602.893305257443,19595.654346389423,19601.357858233783,19601.044961618594,19608.28656671312,19572.520908812843,19591.900356331076,19612.099386953207,19598.97014149016,19602.61364569612,19573.120521001638,19600.10250557246
0.00014563484775012445,19603.280447604797,19592.738897262316,19601.05534931147,19600.58861984148,19611.135782638165,19559.06410728995,19587.2912684982,19616.708187388085,19597.587461257965,19602.884212002264,19559.95877270626,19599.23482015657
0.00021209508879201905,19603.821262477963,19588.471009299323,19600.60417800449,19599.901037672,19615.263194310377,19539.461929250752,19580.578640133604,19623.420207482002,19595.573785824854,19603.267634865213,19540.81009816013,19597.96918780141
0.00030888435964774815,19604.560094259108,19582.208894183037,19599.924607825767,19598.85092549175,19621.227370961857,19510.90537834103,19570.802219943365,19633.19534334663,19592.641146478327,19603.803515163312,19512.964056192188,19596.121787338438
0.0004498432668969444,19605.532618413963,19572.99037150578,19598.887185931642,19597.218217115158,19629.81400259909,19469.299199163004,19556.563020727746,19647.43184460109,19588.37013843782,19604.536183464028,19472.497436055855,19593.422425773726
0.0006551285568595509,19606.72948738175,19559.355967576976,19597.27512589619,19594.621247759893,19642.108294773974,19408.67152698193,19535.822133190406,19668.16712698767,19582.149904870847,19605.501901224186,19413.747520921777,19589.47234039165
0.0009540954763499944,19608.007110948267,19539.057224030115,19594.712820463617,19590.37461038929,19659.565168357785,19320.313567654004,19505.60588255943,19698.3720160672,19573.09067103871,19606.693459464856,19328.574222289928,19583.679633049003
0.0013894954943731374,19608.880988058147,19508.560460605204,19590.52639502963,19583.205985476125,19684.036449307023,19191.5321510145,19461.571047495756,19742.38512282929,19559.8961876101,19607.973105777233,19205.3461763238,19575.158659310044
0.0020235896477251557,19608.06302529705,19462.175413866946,19583.466047933158,19570.68381395396,19717.650661619704,19003.86506505626,19397.35609592154,19806.56464339879,19540.67745446038,19608.870602861374,19027.589055559758,19562.569602828815
0.0029470517025518097,19602.44983248515,19390.481170230327,19571.145041835607,19548.051344601587,19762.298637545067,18730.61173456355,19303.592263504524,19900.301223762657,19512.67995201416,19608.130779105202,18772.271710742374,19543.855542184687
0.004291934260128779,19584.95654478262,19277.424893645853,19548.89694865496,19505.85242232028,19818.17056346133,18333.69443840916,19166.343187486655,20037.707675361464,19471.882057330746,19602.723608605957,18407.824811021088,19515.79802044733
0.0062505519252739694,19540.00152944598,19094.950265920103,19507.448299487733,19425.163359308834,19880.16078395721,17760.563955365604,18964.527452606028,20240.82253820376,19412.39762483671,19585.72334959934,17892.291531439496,19473.241540326842
0.009102981779915217,19434.524519881877,18793.29999575505,19428.24149024878,19268.39035200562,19929.811218780473,16944.048511981673,18665.49319117434,20546.930641060597,19325.570140394622,19541.883559644826,17172.739790495973,19407.70001229789
0.013257113655901081,19201.802179479924,18285.0067171029,19274.392637558398,18963.17395338143,19919.00064372754,15813.260901811123,18217.554591628428,21029.085701458258,19198.555000992434,19438.818948821627,16188.75787744124,19304.79617841536
0.019306977288832496,18718.74518075937,17424.81150900634,18974.810209683965,18380.82337755299,19742.465678033193,14330.422240350083,17539.65641748967,21864.26313993349,19012.000191019928,19211.051049364505,14886.236433425294,19139.51667671153
0.02811768697974228,17796.311771071498,16007.397457075132,18402.647609310665,17330.206146055716,19210.327642403987,12557.130384160322,16517.623882438238,23589.95925512034,18736.08576021918,18737.369183004834,13250.527311177306,18867.571289729363
0.040949150623804234,16245.429569852076,13849.104742121737,17368.112505142977,15629.554068767859,18077.505997743054,10686.042538532753,15041.224326903617,28203.6115367743,18323.762319155998,17830.245863063275,11355.183418181856,18410.743498827887
0.05963623316594643,14066.207185696887,11014.471268533096,15686.981390289808,13297.637463681773,16218.895507658051,8931.008988319149,13118.525096677595,45139.1249395303,17700.735128999244,16298.49066328347,9376.639749063886,17636.863820152215
0.08685113737513521,11569.193391134884,7996.040737501515,13369.583390984353,10664.119675712689,13846.106617214175,7373.881215568061,10968.72054327692,142857.3950754917,16758.620030181093,14134.003819345475,7516.707010073771,16350.273246941464
0.12648552168552957,9158.79928016919,5454.903578540346,10738.462138978915,8141.344951160662,11396.440229526861,5993.569613667201,8894.546889633904,1387005.8036436758,15379.644977732125,11640.006760595246,5900.004004846041,14349.126946138784
0.18420699693267145,7067.604250774153,3727.3098233526907,8208.33403231009,5963.465903238607,9187.646921026035,4775.518283320386,7079.267574027043,61359977.37744966,13536.374954114448,9222.96615887094,4560.9512106001575,11625.402603986233
0.2682695795279725,5357.484931596321,2699.987893818634,6019.297468800422,4194.824050533815,7326.033226989567,3730.9457049087246,5571.155007519567,22580973881.065994,11407.150951411844,7121.362352917835,3485.730439606902,8588.451556048281
0.3906939937054613,4010.8807422796795,2075.722503828686,4239.100041397795,2821.5706794194925,5809.861756490541,2868.795700661198,4355.305698344048,176577927198304.78,9297.437737521625,5400.53007237067,2642.9290506001857,5907.646575733707
0.5689866029018293,2982.83878831002,1644.0506390620071,2855.2092448018184,1801.6601465745623,4602.381411600394,2181.4043518832937,3396.1803474547837,1.1634457856344559e+20,7422.52296190926,4044.2364459957466,1997.7155597002875,4012.1639349982283
0.8286427728546842,2223.3164586852486,1318.9191138729032,1826.0166308167873,1084.084110039713,3658.8086836978623,1649.4567647047622,2654.8232036998197,4.79682457264776e+28,5852.18691080978,3007.906224907509,1517.4466909338094,2866.1272487891233
1.2067926406393288,1686.189889615544,1066.3965737449628,1100.652913581468,614.2345300622707,2936.098346981034,1250.4836179909103,2095.70084696732,2.2755080698018383e+41,4579.668172913285,2241.4758972471645,1173.2897288087242,2182.0769277340632
1.7575106248547894,1331.606082553635,867.4966114856588,624.5962814256426,334.77486157178066,2396.2922823459426,962.9955335190698,1688.60937887573,8.433155839963353e+59,3571.7004658211367,1698.6551615346054,939.4469614274475,1721.3052611394592
2.559547922699533,1123.7019681791894,709.5939681287513,340.5667712119755,188.60275071703273,2006.3352117809825,766.9671421232418,1407.4462710011637,1.1094891196188785e+87,2789.249278041857,1339.4250407573104,790.9313759980988,1378.1545505158854
3.727593720314938,1024.7680053165207,583.7446269879689,191.37571919261245,125.19722853596892,1735.100478924855,642.4586721644954,1226.477910522543,3.873404032917283e+126,2195.812602543449,1127.8791645466663,702.2135448978075,1112.7360789312731
5.428675439323859,991.761680977163,483.37035945912424,126.23352378705282,105.08037526495391,1550.3244359894304,568.6873626765937,1116.8333887616286,1.5977883120665775e+184,1760.1163441935862,1026.444476568773,650.157831063452,904.1445048199859
7.9060432109076855,985.4978601503924,403.55518096550315,105.32915318824766,101.3253400678203,1421.456548568128,526.2932910809358,1049.9362706324946,1.3259476652688027e+268,1455.4573865094612,992.1754768497174,618.8530584798295,738.7513253575578
11.513953993264458,984.9832663723846,340.6042180687787,101.35361466035552,101.0177580193508,1327.4351492293226,501.7006101146575,1006.4092226574651,inf,1256.4025843239365,985.5451527804195,599.4105313955383,607.0023678537193
16.768329368110066,984.9705101134653,291.75943385033077,101.01877782160929,101.01013512617688,1257.6238295576468,487.53494491252826,977.3201599779527,inf,1134.754116017113,984.9849729133884,586.9472830157075,501.9093840783128
24.420530945486497,984.970453044379,255.01206765603732,101.01014193982455,101.0101010229945,1206.3943620039054,479.6415150892486,958.4661054111536,inf,1061.158043744976,984.9705215156434,578.8310044242149,418.2613372301545
35.564803062231285,984.9704530228738,228.90935566262004,101.01010102685478,101.01010101021772,1170.0040062032092,475.35003410004333,947.0549682298866,inf,1013.8784543049115,984.9704530509098,573.6318410344616,352.14313910534787
51.79474679231202,984.9704530228736,212.15504371258655,101.0101010101012,101.01010101022149,1145.8175439745467,473.04879141530154,940.8454041283126,inf,982.2817917562825,984.9704530228739,570.4065027104781,300.62421969919006
75.43120063354607,984.9704530228736,203.03172276026206,101.010101010101,101.01010101027505,1131.824682609064,471.8519539404174,937.9271742657346,inf,961.6055497586301,984.9704530228736,568.4544596204563,261.5571051213713
109.85411419875572,984.9704530228736,199.20760486394965,101.01010101010101,101.01010101038584,1125.6379895425416,471.26456192888577,936.8193026161111,inf,948.8794950672907,984.9704530228736,567.2748851484001,233.39875662650866
159.98587196060572,984.9704530228736,198.15767908309937,101.01010101010101,0.0,1123.894601402144,471.0070460138674,936.5286690638193,nan,941.7809843925784,984.9704530228736,566.4976627685413,214.86816359431725
232.99518105153672,984.9704530228736,198.00824175008455,0.0,0.0,1123.6447448745848,470.9205405614838,936.4878509264553,nan,938.3317555259575,984.9704530228736,565.8740185959713,204.36968595100976
339.3221771895323,984.9704530228736,198.00011226332967,0.0,0.0,1123.6311404512999,470.90316771144,936.4856351324675,nan,936.9520810069795,984.9704530228736,565.3315812306403,199.6799815894465
494.1713361323828,984.9704530228736,198.00000021530803,0.0,0.0,1123.630952934604,nan,936.4856045967015,nan,936.5549394564138,984.9704530228736,564.9205023201301,198.2535672257677
719.6856730011514,984.9704530228736,nan,0.0,nan,1123.6309525743172,nan,936.4856045380316,nan,936.4900863018755,984.9704530228736,nan,198.01644099438207
1048.1131341546852,984.9704530228736,nan,nan,nan,1123.6309525742774,nan,936.4856045380251,nan,936.4856881686417,984.9704530228736,nan,198.0003068731675
