s,XY,XZ,YX,YZ,ZX,ZY
0.0001,19602.893305257443,19595.654346389423,19601.044961618594,19608.28656671312,19591.900356331076,19612.099386953207
0.00014563484775012445,19603.280447604797,19592.738897262316,19600.58861984148,19611.135782638165,19587.2912684982,19616.708187388085
0.00021209508879201905,19603.821262477963,19588.471009299323,19599.901037672,19615.263194310377,19580.578640133604,19623.420207482002
0.00030888435964774815,19604.560094259108,19582.208894183037,19598.85092549175,19621.227370961857,19570.802219943365,19633.19534334663
0.0004498432668969444,19605.532618413963,19572.99037150578,19597.218217115158,19629.81400259909,19556.563020727746,19647.43184460109
0.0006551285568595509,19606.72948738175,19559.355967576976,19594.621247759893,19642.108294773974,19535.822133190406,19668.16712698767
0.0009540954763499944,19608.007110948267,19539.057224030115,19590.37461038929,19659.565168357785,19505.60588255943,19698.3720160672
0.0013894954943731374,19608.880988058147,19508.560460605204,19583.205985476125,19684.036449307023,19461.571047495756,19742.38512282929
0.0020235896477251557,19608.06302529705,19462.175413866946,19570.68381395396,19717.650661619704,19397.35609592154,19806.56464339879
0.0029470517025518097,19602.44983248515,19390.481170230327,19548.051344601587,19762.298637545067,19303.592263504524,19900.301223762657
0.004291934260128779,19584.95654478262,19277.424893645853,19505.85242232028,19818.17056346133,19166.343187486655,20037.707675361464
0.0062505519252739694,19540.00152944598,19094.950265920103,19425.163359308834,19880.16078395721,18964.527452606028,20240.82253820376
0.009102981779915217,19434.524519881877,18793.29999575505,19268.39035200562,19929.811218780473,18665.49319117434,20546.930641060597
0.013257113655901081,19201.802179479924,18285.0067171029,18963.17395338143,19919.00064372754,18217.554591628428,21029.085701458258
0.019306977288832496,18718.74518075937,17424.81150900634,18380.82337755299,19742.465678033193,17539.65641748967,21864.26313993349
0.02811768697974228,17796.311771071498,16007.397457075132,17330.206146055716,19210.327642403987,16517.623882438238,23589.95925512034
0.040949150623804234,16245.429569852076,13849.104742121737,15629.554068767859,18077.505997743054,15041.224326903617,28203.6115367743
0.05963623316594643,14066.207185696887,11014.471268533096,13297.637463681773,16218.895507658051,13118.525096677595,45139.1249395303
0.08685113737513521,11569.193391134884,7996.040737501515,10664.119675712689,13846.106617214175,10968.72054327692,142857.3950754917
0.12648552168552957,9158.79928016919,5454.903578540346,8141.344951160662,11396.440229526861,8894.546889633904,1387005.8036436758
0.18420699693267145,7067.604250774153,3727.3098233526907,5963.465903238607,9187.646921026035,7079.267574027043,61359977.37744966
0.2682695795279725,5357.484931596321,2699.987893818634,4194.824050533815,7326.033226989567,5571.155007519567,22580973881.065994
0.3906939937054613,4010.8807422796795,2075.722503828686,2821.5706794194925,5809.861756490541,4355.305698344048,176577927198304.78
0.5689866029018293,2982.83878831002,1644.0506390620071,1801.6601465745623,4602.381411600394,3396.1803474547837,1.1634457856344559e+20
0.8286427728546842,2223.3164586852486,1318.9191138729032,1084.084110039713,3658.8086836978623,2654.8232036998197,4.79682457264776e+28
1.2067926406393288,1686.189889615544,1066.3965737449628,614.2345300622707,2936.098346981034,2095.70084696732,2.2755080698018383e+41
1.7575106248547894,1331.606082553635,867.4966114856588,334.77486157178066,2396.2922823459426,1688.60937887573,8.433155839963353e+59
2.559547922699533,1123.7019681791894,709.5939681287513,188.60275071703273,2006.3352117809825,1407.4462710011637,1.1094891196188785e+87
3.727593720314938,1024.7680053165207,583.7446269879689,125.19722853596892,1735.100478924855,1226.477910522543,3.873404032917283e+126
5.428675439323859,991.761680977163,483.37035945912424,105.08037526495391,1550.3244359894304,1116.8333887616286,1.5977883120665775e+184
7.9060432109076855,985.4978601503924,403.55518096550315,101.3253400678203,1421.456548568128,1049.9362706324946,1.3259476652688027e+268
11.513953993264458,984.9832663723846,340.6042180687787,101.0177580193508,1327.4351492293226,1006.4092226574651,inf
16.768329368110066,984.9705101134653,291.75943385033077,101.01013512617688,1257.6238295576468,977.3201599779527,inf
24.420530945486497,984.970453044379,255.01206765603732,101.0101010229945,1206.3943620039054,958.4661054111536,inf
35.564803062231285,984.9704530228738,228.90935566262004,101.01010101021772,1170.0040062032092,947.0549682298866,inf
51.79474679231202,984.9704530228736,212.15504371258655,101.01010101022149,1145.8175439745467,940.8454041283126,inf
75.43120063354607,984.9704530228736,203.03172276026206,101.01010101027505,1131.824682609064,937.9271742657346,inf
109.85411419875572,984.9704530228736,199.20760486394965,101.01010101038584,1125.6379895425416,936.8193026161111,inf
159.98587196060572,984.9704530228736,198.15767908309937,0.0,1123.894601402144,936.5286690638193,nan
232.99518105153672,984.9704530228736,198.00824175008455,0.0,1123.6447448745848,936.4878509264553,nan
339.3221771895323,984.9704530228736,198.00011226332967,0.0,1123.6311404512999,936.4856351324675,nan
494.1713361323828,984.9704530228736,198.00000021530803,0.0,1123.630952934604,936.4856045967015,nan
719.6856730011514,984.9704530228736,nan,nan,1123.6309525743172,936.4856045380316,nan
1048.1131341546852,984.9704530228736,nan,nan,1123.6309525742774,936.4856045380251,nan
1526.4179671752302,984.9704530228736,nan,nan,1123.6309525742774,936.4856045380251,nan
2222.996482526191,984.9704530228736,nan,nan,1123.6309525742774,936.4856045380251,nan
3237.45754281764,984.9704530228736,nan,nan,1123.6309525742774,936.4856045380251,nan
4714.8663634573895,984.9704530228736,nan,nan,1123.6309525742774,936.4856045380251,nan
6866.488450042998,984.9704530228736,nan,nan,1123.6309525742774,936.4856045380251,nan
10000.0,984.9704530228736,nan,nan,1123.6309525742774,936.4856045380251,nan
