s,XY,XW,YX,YW,WX,WY
0.0001,1036.4421086586465,1035.475503527924,1034.5087938081463,1031.663046647994,1035.475503527924,1034.4812914487557
0.00014563484775012445,1036.8831861662472,1035.475503527924,1034.0676141544234,1029.9291342724314,1035.475503527924,1034.0266960250135
0.00021209508879201905,1037.5254977130446,1035.475503527924,1033.4250568850164,1027.4105869387135,1035.475503527924,1033.363671784896
0.00030888435964774815,1038.4608382173456,1035.475503527924,1032.489222650772,1023.7567914427458,1035.475503527924,1032.3960334842996
0.0004498432668969444,1039.8228032134862,1035.475503527924,1031.1261956460594,1018.4655467877836,1035.475503527924,1030.9825379484723
0.0006551285568595509,1041.8057815908476,1035.475503527924,1029.1409450704994,1010.8234673186233,1035.475503527924,1028.9152011869112
0.0009540954763499944,1044.6924907565424,1035.475503527924,1026.249458472045,999.8300192397313,1035.475503527924,1025.8865733859377
0.0013894954943731374,1048.8934857567058,1035.475503527924,1022.0383017281579,984.1102159522475,1035.475503527924,1021.4403414908384
0.0020235896477251557,1055.0037502329562,1035.475503527924,1015.9065012881313,961.8369759560686,1035.475503527924,1014.8972926628845
0.0029470517025518097,1063.8814665602622,1035.475503527924,1006.9831569380399,930.7210148950817,1035.475503527924,1005.2476398656534
0.004291934260128779,1076.7529877600655,1035.475503527924,994.0150875870639,888.1985332141477,1035.475503527924,991.0079613222267
0.0062505519252739694,1095.33680426603,1035.475503527924,975.2274531529545,832.0531139620297,1035.475503527924,970.0772468626132
0.009102981779915217,1121.9419982062986,1035.475503527924,948.194239767394,761.7339814229877,1035.475503527924,939.7307696602342
0.013257113655901081,1159.388542616791,1035.475503527924,909.8583440525947,680.1563422050978,1035.475503527924,897.0746181904158
0.019306977288832496,1210.3565975743693,1035.475503527924,857.0808412111043,594.299703149909,1035.475503527924,840.2842419085127
0.02811768697974228,1275.5087816538407,1035.475503527924,788.3868003573419,512.117308490288,1035.475503527924,770.1087220932374
0.040949150623804234,1350.4426430983444,1035.475503527924,706.9355722947963,437.6314573977163,1035.475503527924,689.9605614864995
0.05963623316594643,1424.8464774034621,1035.475503527924,621.4298396219843,370.5660351141841,1035.475503527924,604.2725172040537
0.08685113737513521,1488.1277506473361,1035.475503527924,540.450488170113,302.9436531723951,1035.475503527924,517.2411338788746
0.12648552168552957,1534.8497902821457,1035.475503527924,466.65532012563506,0.0,1035.475503527924,432.74053648276237
0.18420699693267145,1561.9343257108546,1035.475503527924,400.34898381025033,0.0,1035.475503527924,354.4407561828696
0.2682695795279725,1565.2516815569375,1035.475503527924,0.0,0.0,1035.475503527924,285.5311941280688
0.3906939937054613,1540.0456150551988,1035.475503527924,0.0,0.0,1035.475503527924,228.0149488240793
0.5689866029018293,1483.1200980276683,1035.475503527924,0.0,0.0,1035.475503527924,182.2678664137608
0.8286427728546842,1396.2146833367854,1035.475503527924,0.0,0.0,1035.475503527924,147.71437987014377
1.2067926406393288,1289.751191886438,1035.475503527924,0.0,0.0,1035.475503527924,123.73488005211283
1.7575106248547894,1183.7987327782616,1035.475503527924,0.0,0.0,1035.475503527924,119.02467368132336
2.559547922699533,1101.5415147414062,1035.475503527924,0.0,0.0,1035.475503527924,0.0
3.727593720314938,1055.4784683268256,1035.475503527924,0.0,0.0,1035.475503527924,0.0
5.428675439323859,1038.9525670962523,1035.475503527924,0.0,0.0,1035.475503527924,0.0
7.9060432109076855,1035.7464888712238,1035.475503527924,0.0,0.0,1035.475503527924,0.0
11.513953993264458,1035.4820889783464,1035.475503527924,0.0,0.0,1035.475503527924,0.0
16.768329368110066,1035.4755328702595,1035.475503527924,0.0,0.0,1035.475503527924,0.0
24.420530945486497,1035.4755035512246,1035.475503527924,0.0,0.0,1035.475503527924,0.0
35.564803062231285,1035.4755035279243,1035.475503527924,0.0,0.0,1035.475503527924,0.0
51.79474679231202,1035.475503527924,1035.475503527924,0.0,0.0,1035.475503527924,0.0
75.43120063354607,1035.475503527924,1035.475503527924,0.0,nan,1035.475503527924,0.0
109.85411419875572,1035.475503527924,1035.475503527924,0.0,nan,1035.475503527924,0.0
159.98587196060572,1035.475503527924,1035.475503527924,nan,nan,1035.475503527924,0.0
232.99518105153672,1035.475503527924,1035.475503527924,nan,nan,1035.475503527924,0.0
339.3221771895323,1035.475503527924,1035.475503527924,nan,nan,1035.475503527924,0.0
494.1713361323828,1035.475503527924,1035.475503527924,nan,nan,1035.475503527924,nan
719.6856730011514,1035.475503527924,1035.475503527924,nan,nan,1035.475503527924,nan
1048.1131341546852,1035.475503527924,1035.475503527924,nan,nan,1035.475503527924,nan
1526.4179671752302,1035.475503527924,1035.475503527924,nan,nan,1035.475503527924,nan
2222.996482526191,1035.475503527924,1035.475503527924,nan,nan,1035.475503527924,nan
3237.45754281764,1035.475503527924,1035.475503527924,nan,nan,1035.475503527924,nan
4714.8663634573895,1035.475503527924,1035.475503527924,nan,nan,1035.475503527924,nan
6866.488450042998,1035.475503527924,1035.475503527924,nan,nan,1035.475503527924,nan
10000.0,1035.475503527924,1035.475503527924,nan,nan,1035.475503527924,nan
