s,XY,XW,XV,YX,YW,YV,WX,WY,WV,VX,VY,VW
0.0001,1036.4421086586465,1035.475503527924,1034.8189838340083,1034.5087938081463,1031.663046647994,1033.8542357144627,1035.475503527924,1034.4812914487557,1034.8170362844894,1033.481542583304,1034.4463362186034,1030.8389865755291
0.00014563484775012445,1036.8831861662472,1035.475503527924,1034.5195512959542,1034.0676141544234,1029.9291342724314,1033.115790211168,1035.475503527924,1034.0266960250135,1034.5154292420402,1032.5734975396886,1033.9773306842437,1028.732345673097
0.00021209508879201905,1037.5254977130446,1035.475503527924,1034.0836420287005,1033.4250568850164,1027.4105869387135,1032.0419579962343,1035.475503527924,1033.363671784896,1034.0749201252384,1031.2531961913214,1033.2950396397166,1025.6746798995787
0.00030888435964774815,1038.4608382173456,1035.475503527924,1033.4491913092024,1032.489222650772,1023.7567914427458,1030.4814474797172,1035.475503527924,1032.3960334842996,1033.4307895730817,1029.3348622797544,1032.3029321358474,1021.2435908291866
0.0004498432668969444,1039.8228032134862,1035.475503527924,1032.5260260676862,1031.1261956460594,1018.4655467877836,1028.215932290762,1035.475503527924,1030.9825379484723,1032.4872529727488,1026.5506320108693,1030.8613565865994,1014.8369514087514
0.0006551285568595509,1041.8057815908476,1035.475503527924,1031.1833402231496,1029.1409450704994,1010.8234673186233,1024.9316176368513,1035.475503527924,1028.9152011869112,1031.1018927886632,1022.515980620174,1028.7688898919773,1005.6054446718966
0.0009540954763499944,1044.6924907565424,1035.475503527924,1029.2316690662014,1026.249458472045,999.8300192397313,1020.1803109792429,1035.475503527924,1025.8865733859377,1029.0613906554395,1016.6827707199094,1025.7361952277065,992.3707279703941
0.0013894954943731374,1048.8934857567058,1035.475503527924,1026.3974316009342,1022.0383017281579,984.1102159522475,1013.3276444505007,1035.475503527924,1021.4403414908384,1026.0438951913166,1008.2775856962326,1021.3504748471969,973.5403092631736
0.0020235896477251557,1055.0037502329562,1035.475503527924,1022.2872958338792,1015.9065012881313,961.8369759560686,1003.4879858809998,1035.475503527924,1014.8972926628845,1021.5608926676256,996.2263549169552,1015.0282771590868,947.0540744649325
0.0029470517025518097,1063.8814665602622,1035.475503527924,1016.3396279432396,1006.9831569380399,930.7210148950817,989.4504270437717,1035.475503527924,1005.2476398656534,1014.8707707697233,979.0735476234742,1005.9567481079952,910.4462916776203
0.004291934260128779,1076.7529877600655,1035.475503527924,1007.7616451164859,994.0150875870639,888.1985332141477,969.6117355162528,1035.475503527924,991.0079613222267,1004.8636703334643,954.9233967635114,993.0274312075932,861.190905253329
0.0062505519252739694,1095.33680426603,1035.475503527924,995.455411840003,975.2274531529545,832.0531139620297,941.9563032371378,1035.475503527924,970.0772468626132,989.951220945841,921.4674929639431,974.7778476648741,797.5860409752836
0.009102981779915217,1121.9419982062986,1035.475503527924,977.9501299292879,948.194239767394,761.7339814229877,904.1644399247535,1035.475503527924,939.7307696602342,968.0871334161062,876.2280417319407,949.3760306016837,720.3258499948173
0.013257113655901081,1159.388542616791,1035.475503527924,953.3902479226554,909.8583440525947,680.1563422050978,853.9864535153424,1035.475503527924,897.0746181904158,937.1767616566159,817.2210048261428,914.7167367839837,634.1162721687506
