s,XY,XW,XV,YX,YW,YV,WX,WY,WV,VX,VY,VW
0.18420699693267145,7067.604250774153,19602.0,8208.33403231009,5963.465903238607,3114.5018586429355,4775.518283320386,19602.0,2753.3468861883466,8208.33403231009,9222.96615887094,4560.9512106001575,9222.96615887094
0.2682695795279725,5357.484931596321,19602.0,6019.297468800422,4194.824050533815,2397.931225851997,3730.9457049087246,19602.0,2087.458867106902,6019.297468800422,7121.362352917835,3485.730439606902,7121.362352917835
0.3906939937054613,4010.8807422796795,19602.0,4239.100041397795,2821.5706794194925,1825.941629891879,2868.795700661198,19602.0,1591.8151022432571,4239.100041397795,5400.53007237067,2642.9290506001857,5400.53007237067
0.5689866029018293,2982.83878831002,19602.0,2855.2092448018184,1801.6601465745623,1384.2314581027597,2181.4043518832937,19602.0,1236.6486044463795,2855.2092448018184,4044.2364459957466,1997.7155597002875,4044.2364459957466
0.8286427728546842,2223.3164586852486,19602.0,1826.0166308167873,1084.084110039713,1055.0477996977734,1649.4567647047622,19602.0,995.1229548603255,1826.0166308167873,3007.906224907509,1517.4466909338094,3007.906224907509
1.2067926406393288,1686.189889615544,19602.0,1100.652913581468,614.2345300622707,820.7145658624619,1250.4836179909103,19602.0,840.8981808235832,1100.652913581468,2241.4758972471645,1173.2897288087242,2241.4758972471645
1.7575106248547894,1331.606082553635,19602.0,624.5962814256426,334.77486157178066,663.9460476865177,962.9955335190698,19602.0,747.3209026334144,624.5962814256426,1698.6551615346054,939.4469614274475,1698.6551615346054
2.559547922699533,1123.7019681791894,19602.0,340.5667712119755,188.60275071703273,566.8062343372787,766.9671421232418,19602.0,691.0766897824594,340.5667712119755,1339.4250407573104,790.9313759980988,1339.4250407573104
3.727593720314938,1024.7680053165207,19602.0,191.37571919261245,125.19722853596892,510.5565237084584,642.4586721644954,19602.0,656.5520601766017,191.37571919261245,1127.8791645466663,702.2135448978075,1127.8791645466663
5.428675439323859,991.761680977163,19602.0,126.23352378705282,105.08037526495391,478.83998554975744,568.6873626765937,19602.0,634.8293804697521,126.23352378705282,1026.444476568773,650.157831063452,1026.444476568773
7.9060432109076855,985.4978601503924,19602.0,105.32915318824766,101.3253400678203,460.9948368029054,526.2932910809358,19602.0,620.7749191317082,105.32915318824766,992.1754768497174,618.8530584798295,992.1754768497174
11.513953993264458,984.9832663723846,19602.0,101.35361466035552,101.0177580193508,451.11766514208693,501.7006101146575,19602.0,611.5466007051599,101.35361466035552,985.5451527804195,599.4105313955383,985.5451527804195
16.768329368110066,984.9705101134653,19602.0,101.01877782160929,101.01013512617688,445.7544885839788,487.53494491252826,19602.0,605.5825920798865,101.01877782160929,984.9849729133884,586.9472830157075,984.9849729133884
24.420530945486497,984.970453044379,19602.0,101.01014193982455,101.0101010229945,442.8686260444717,479.6415150892486,19602.0,601.8560664615268,101.01014193982455,984.9705215156434,578.8310044242149,984.9705215156434
35.564803062231285,984.9704530228738,19602.0,101.01010102685478,101.01010101021772,441.3471703698617,475.35003410004333,19602.0,599.5900360017642,101.01010102685478,984.9704530509098,573.6318410344616,984.9704530509098
51.79474679231202,984.9704530228736,19602.0,101.0101010101012,101.01010101022149,440.58007110081587,473.04879141530154,19602.0,598.2168218302799,101.0101010101012,984.9704530228739,570.4065027104781,984.9704530228739
75.43120063354607,984.9704530228736,19602.0,101.010101010101,101.01010101027505,440.22483185027966,471.8519539404174,19602.0,597.3233042720078,101.010101010101,984.9704530228736,568.4544596204563,984.9704530228736
109.85411419875572,984.9704530228736,19602.0,101.01010101010101,101.01010101038584,440.0920165722113,471.26456192888577,19602.0,596.6380953640851,101.01010101010101,984.9704530228736,567.2748851484001,984.9704530228736
159.98587196060572,984.9704530228736,19602.0,101.01010101010101,0.0,440.0602602787963,471.0070460138674,19602.0,596.0801730286487,101.01010101010101,984.9704530228736,566.4976627685413,984.9704530228736
232.99518105153672,984.9704530228736,19602.0,0.0,0.0,nan,470.9205405614838,19602.0,595.6918603024336,0.0,984.9704530228736,565.8740185959713,984.9704530228736
339.3221771895323,984.9704530228736,19602.0,0.0,0.0,nan,470.90316771144,19602.0,595.4942459747375,0.0,984.9704530228736,565.3315812306403,984.9704530228736
494.1713361323828,984.9704530228736,19602.0,0.0,0.0,nan,nan,19602.0,nan,0.0,984.9704530228736,564.9205023201301,984.9704530228736
719.6856730011514,984.9704530228736,19602.0,0.0,nan,nan,nan,19602.0,nan,0.0,984.9704530228736,nan,984.9704530228736
1048.1131341546852,984.9704530228736,19602.0,nan,nan,nan,nan,19602.0,nan,nan,984.9704530228736,nan,984.9704530228736
1526.4179671752302,984.9704530228736,19602.0,nan,nan,nan,nan,19602.0,nan,nan,984.9704530228736,nan,984.9704530228736
2222.996482526191,984.9704530228736,19602.0,nan,nan,nan,nan,19602.0,nan,nan,984.9704530228736,nan,984.9704530228736
3237.45754281764,984.9704530228736,19602.0,nan,nan,nan,nan,19602.0,nan,nan,984.9704530228736,nan,984.9704530228736
4714.8663634573895,984.9704530228736,19602.0,nan,nan,nan,nan,19602.0,nan,nan,984.9704530228736,nan,984.9704530228736
6866.488450042998,984.9704530228736,19602.0,nan,nan,nan,nan,19602.0,nan,nan,984.9704530228736,nan,984.9704530228736
10000.0,984.9704530228736,19602.0,nan,nan,nan,nan,19602.0,nan,nan,984.9704530228736,nan,984.9704530228736
