s,XY,XW,YX,YW,WX,WY
0.0001,19602.893305257443,19602.0,19601.044961618594,19542.612868858407,19602.0,19544.671678298946
0.00014563484775012445,19603.280447604797,19602.0,19600.58861984148,19515.456669258678,19602.0,19518.593217694975
0.00021209508879201905,19603.821262477963,19602.0,19599.901037672,19475.848100492654,19602.0,19480.7064121767
0.00030888435964774815,19604.560094259108,19602.0,19598.85092549175,19418.041715498926,19602.0,19425.72465595331
0.0004498432668969444,19605.532618413963,19602.0,19597.218217115158,19333.608250053738,19602.0,19346.060034611615
0.0006551285568595509,19606.72948738175,19602.0,19594.621247759893,19210.15841013263,19602.0,19230.891371182457
0.0009540954763499944,19608.007110948267,19602.0,19590.37461038929,19029.46417421813,19602.0,19064.927220406582
0.0013894954943731374,19608.880988058147,19602.0,19583.205985476125,18764.758359556505,19602.0,18826.837509935896
0.0020235896477251557,19608.06302529705,19602.0,19570.68381395396,18377.113051135126,19602.0,18487.408778279118
0.0029470517025518097,19602.44983248515,19602.0,19548.051344601587,17811.50204651392,19602.0,18007.668537033125
0.004291934260128779,19584.95654478262,19602.0,19505.85242232028,16995.622103784917,19602.0,17337.68090586873
0.0062505519252739694,19540.00152944598,19602.0,19425.163359308834,15850.892080777834,19602.0,16417.95692079423
0.009102981779915217,19434.524519881877,19602.0,19268.39035200562,14333.984303399902,19602.0,15188.696968895229
0.013257113655901081,19201.802179479924,19602.0,18963.17395338143,12514.909572987444,19602.0,13617.171474962188
0.019306977288832496,18718.74518075937,19602.0,18380.82337755299,10616.045097056556,19602.0,11747.669500828395
0.02811768697974228,17796.311771071498,19602.0,17330.206146055716,8883.213710230191,19602.0,9737.691525108386
0.040949150623804234,16245.429569852076,19602.0,15629.554068767859,7401.4489514087745,19602.0,7808.534095048879
0.05963623316594643,14066.207185696887,19602.0,13297.637463681773,6120.214988614306,19602.0,6124.208907476898
0.08685113737513521,11569.193391134884,19602.0,10664.119675712689,4984.587494031011,19602.0,4735.044423362619
0.12648552168552957,9158.79928016919,19602.0,8141.344951160662,3979.6524504364857,19602.0,3623.4509763132432
0.18420699693267145,7067.604250774153,19602.0,5963.465903238607,3114.5018586429355,19602.0,2753.3468861883466
0.2682695795279725,5357.484931596321,19602.0,4194.824050533815,2397.931225851997,19602.0,2087.458867106902
0.3906939937054613,4010.8807422796795,19602.0,2821.5706794194925,1825.941629891879,19602.0,1591.8151022432571
0.5689866029018293,2982.83878831002,19602.0,1801.6601465745623,1384.2314581027597,19602.0,1236.6486044463795
0.8286427728546842,2223.3164586852486,19602.0,1084.084110039713,1055.0477996977734,19602.0,995.1229548603255
1.2067926406393288,1686.189889615544,19602.0,614.2345300622707,820.7145658624619,19602.0,840.8981808235832
1.7575106248547894,1331.606082553635,19602.0,334.77486157178066,663.9460476865177,19602.0,747.3209026334144
2.559547922699533,1123.7019681791894,19602.0,188.60275071703273,566.8062343372787,19602.0,691.0766897824594
3.727593720314938,1024.7680053165207,19602.0,125.19722853596892,510.5565237084584,19602.0,656.5520601766017
5.428675439323859,991.761680977163,19602.0,105.08037526495391,478.83998554975744,19602.0,634.8293804697521
7.9060432109076855,985.4978601503924,19602.0,101.3253400678203,460.9948368029054,19602.0,620.7749191317082
11.513953993264458,984.9832663723846,19602.0,101.0177580193508,451.11766514208693,19602.0,611.5466007051599
16.768329368110066,984.9705101134653,19602.0,101.01013512617688,445.7544885839788,19602.0,605.5825920798865
24.420530945486497,984.970453044379,19602.0,101.0101010229945,442.8686260444717,19602.0,601.8560664615268
35.564803062231285,984.9704530228738,19602.0,101.01010101021772,441.3471703698617,19602.0,599.5900360017642
51.79474679231202,984.9704530228736,19602.0,101.01010101022149,440.58007110081587,19602.0,598.2168218302799
75.43120063354607,984.9704530228736,19602.0,101.01010101027505,440.22483185027966,19602.0,597.3233042720078
109.85411419875572,984.9704530228736,19602.0,101.01010101038584,440.0920165722113,19602.0,596.6380953640851
159.98587196060572,984.9704530228736,19602.0,0.0,440.0602602787963,19602.0,596.0801730286487
232.99518105153672,984.9704530228736,19602.0,0.0,nan,19602.0,595.6918603024336
339.3221771895323,984.9704530228736,19602.0,0.0,nan,19602.0,595.4942459747375
494.1713361323828,984.9704530228736,19602.0,0.0,nan,19602.0,nan
719.6856730011514,984.9704530228736,19602.0,nan,nan,19602.0,nan
1048.1131341546852,984.9704530228736,19602.0,nan,nan,19602.0,nan
1526.4179671752302,984.9704530228736,19602.0,nan,nan,19602.0,nan
2222.996482526191,984.9704530228736,19602.0,nan,nan,19602.0,nan
3237.45754281764,984.9704530228736,19602.0,nan,nan,19602.0,nan
4714.8663634573895,984.9704530228736,19602.0,nan,nan,19602.0,nan
6866.488450042998,984.9704530228736,19602.0,nan,nan,19602.0,nan
10000.0,984.9704530228736,19602.0,nan,nan,19602.0,nan
