s,XY,XW,XV,YX,YW,YV,WX,WY,WV,VX,VY,VW
2.559547922699533,1123.7019681791894,19602.0,869.5896926629912,188.60275071703273,457.8990955393027,766.9671421232418,19602.0,761.5326329825463,854.1446116801933,842.6263000035595,790.9313759980988,651.6482577936871
3.727593720314938,1024.7680053165207,19602.0,781.8919795598848,125.19722853596892,411.83958845411024,642.4586721644954,19602.0,732.072975046309,804.7802980291077,667.6968473170401,702.2135448978075,519.6753153215005
5.428675439323859,991.761680977163,19602.0,727.3897939164923,105.08037526495391,385.45630383760073,568.6873626765937,19602.0,714.5913174509288,771.2836904740391,554.4814579417791,650.157831063452,433.6750984165012
7.9060432109076855,985.4978601503924,19602.0,693.0021815411353,101.3253400678203,369.7530924911791,526.2932910809358,19602.0,704.7118092137816,748.6965756931089,487.03282033259995,618.8530584798295,383.2616919405333
11.513953993264458,984.9832663723846,19602.0,670.9703221952839,101.0177580193508,359.907885494983,501.7006101146575,19602.0,699.6567528479587,733.8290003710738,449.30262920132793,599.4105313955383,356.15235356776446
16.768329368110066,984.9705101134653,19602.0,656.5311539115379,101.01013512617688,353.40683258132145,487.53494491252826,19602.0,697.6466154094908,724.4696677257302,428.671448658301,586.9472830157075,341.7861518145578
24.420530945486497,984.970453044379,19602.0,646.9624436292139,101.0101010229945,348.8812139624979,479.6415150892486,19602.0,697.506140081471,718.869899722032,417.4887848067099,578.8310044242149,333.8646805005107
35.564803062231285,984.9704530228738,19602.0,640.7364954727273,101.01010101021772,345.6179827964321,475.35003410004333,19602.0,698.4070281841631,715.6632356221762,411.501704919376,573.6318410344616,329.36797285270626
51.79474679231202,984.9704530228736,19602.0,636.8338425320478,101.01010101022149,343.2544157621456,473.04879141530154,19602.0,699.6670100690137,713.8861058339813,408.31240207190217,570.4065027104781,326.7577419469969
75.43120063354607,984.9704530228736,19602.0,634.4586385344118,101.01010101027505,341.64477305596955,471.8519539404174,19602.0,700.6375365251535,712.9344950113666,406.63530200603634,568.4544596204563,325.1466659849756
109.85411419875572,984.9704530228736,19602.0,633.0074959834781,101.01010101038584,340.7472910969047,471.26456192888577,19602.0,700.9197243770088,712.4852941499885,405.78441162897985,567.2748851484001,324.0980092690052
159.98587196060572,984.9704530228736,19602.0,632.0414289466976,0.0,340.40305263872983,471.0070460138674,19602.0,700.5486838778802,712.3335929593155,405.3863102081899,566.4976627685413,nan
232.99518105153672,984.9704530228736,19602.0,631.3074055624663,0.0,nan,470.9205405614838,19602.0,699.7742293959856,712.3050136101383,405.23725169772314,565.8740185959713,nan
339.3221771895323,984.9704530228736,19602.0,630.7617276240109,0.0,nan,470.90316771144,19602.0,698.7888264336276,712.3027285014232,nan,565.3315812306403,nan
494.1713361323828,984.9704530228736,19602.0,630.4394815623846,0.0,nan,nan,19602.0,nan,712.3026742032483,nan,564.9205023201301,nan
719.6856730011514,984.9704530228736,19602.0,630.3103785807689,nan,nan,nan,19602.0,nan,712.3026739747319,nan,nan,nan
1048.1131341546852,984.9704530228736,19602.0,630.2807210859532,nan,nan,nan,19602.0,nan,712.302673974653,nan,nan,nan
1526.4179671752302,984.9704530228736,19602.0,nan,nan,nan,nan,19602.0,nan,nan,nan,nan,nan
2222.996482526191,984.9704530228736,19602.0,nan,nan,nan,nan,19602.0,nan,nan,nan,nan,nan
3237.45754281764,984.9704530228736,19602.0,nan,nan,nan,nan,19602.0,nan,nan,nan,nan,nan
4714.8663634573895,984.9704530228736,19602.0,nan,nan,nan,nan,19602.0,nan,nan,nan,nan,nan
6866.488450042998,984.9704530228736,19602.0,nan,nan,nan,nan,19602.0,nan,nan,nan,nan,nan
10000.0,984.9704530228736,19602.0,nan,nan,nan,nan,19602.0,nan,nan,nan,nan,nan
