M,X,Y_{cj},Y_{rj},Z,T,V
445,0.1764705882352938,0.1764705882352942,0.1764705882352942,0.23529411764705904,0.11764705882352942,0.11764705882352942
450,0.17647058823529368,0.17647058823529407,0.17647058823529407,0.23529411764705904,0.11764705882352956,0.11764705882352956
455,0.1764705882352938,0.1764705882352942,0.1764705882352942,0.23529411764705904,0.11764705882352942,0.11764705882352942
460,0.17647058823529396,0.17647058823529407,0.17647058823529407,0.2352941176470591,0.1176470588235294,0.1176470588235294
465,0.1764705882352941,0.17647058823529382,0.17647058823529427,0.2352941176470591,0.11764705882352933,0.11764705882352933
470,0.1764705882352938,0.1764705882352942,0.1764705882352942,0.23529411764705904,0.11764705882352942,0.11764705882352942
475,0.17647058823529396,0.17647058823529407,0.17647058823529407,0.2352941176470591,0.1176470588235294,0.1176470588235294
480,0.1764705882352941,0.17647058823529382,0.17647058823529427,0.2352941176470591,0.11764705882352933,0.11764705882352933
485,0.17647058823529396,0.17647058823529407,0.17647058823529407,0.2352941176470591,0.1176470588235294,0.1176470588235294
490,0.17647058823529402,0.17647058823529388,0.17647058823529435,0.23529411764705904,0.11764705882352947,0.11764705882352947
495,0.17647058823529396,0.17647058823529407,0.17647058823529407,0.2352941176470591,0.1176470588235294,0.1176470588235294
500,0.1764705882352941,0.17647058823529382,0.17647058823529427,0.2352941176470591,0.11764705882352933,0.11764705882352933
