M,X,Y_{cj},Y_{rj},Z,T,U,V,W
185,0.003956739642667624,0.003956739642667092,0.003956739642666533,0.0031653917141326393,0.0005275652856889346,0.4919546293932441,0.0005275652856889346,0.4919546293932441
190,0.0038550501194152833,0.003855050119416012,0.0038550501194143504,0.003084040095532124,0.0005140066825888286,0.4921613980905223,0.000514006682588878,0.4921613980905223
195,0.003758456506985672,0.0037584565069853867,0.003758456506984865,0.0030067652055884345,0.0005011275342650931,0.49235780510246274,0.0005011275342650931,0.49235780510246274
200,0.0036665851869969466,0.0036665851869967245,0.0036665851869971595,0.0029332681495977562,0.0004888780249332019,0.4925446101197726,0.0004888780249331596,0.4925446101197726
205,0.0035790980812935727,0.003579098081293244,0.0035790980812935727,0.002863278465034707,0.0004772130775059501,0.4927225005680365,0.0004772130775059913,0.4927225005680365
210,0.003495688678036393,0.0034956886780357654,0.0034956886780340576,0.002796550942428082,0.0004660918237370814,0.4928920996879814,0.00046609182373715994,0.49289209968801007
215,0.003416078348753068,0.0034160783487519352,0.0034160783487520415,0.0027328626790010776,0.00045547711316683097,0.4930539740242042,0.000455477113166785,0.49305397402420414
220,0.0033400133273305036,0.0033400133273301996,0.0033400133273320106,0.002672010661865348,0.0004453351103109762,0.49320863956775995,0.000445335110311027,0.49320863956775995
225,0.003267262002389797,0.003267262002388717,0.003267262002389433,0.0026138096019117795,0.00043563493365176474,0.4933565672618083,0.00043563493365191236,0.4933565672618083
230,0.003197612458778822,0.0031976124587803577,0.0031976124587788954,0.0025580899670240615,0.00042634832783758494,0.4934981880004814,0.00042634832783758494,0.4934981880004814
235,0.0031308703466474317,0.0031308703466490255,0.0031308703466484244,0.002504696277319073,0.0004174493795532257,0.49363389696181487,0.00041744937955318084,0.49363389696181487
240,0.003066857517433536,0.003066857517433948,0.0030668575174334443,0.002453486013946777,0.00040891433565750214,0.4937640563812187,0.00040891433565750214,0.4937640563812187
245,0.0030054097714574636,0.003005409771456514,0.00300540977145569,0.002404327817164032,0.00040072130286086875,0.4938890001313724,0.0004007213028608033,0.4938890001313723
250,0.0029463759575733,0.00294637595757393,0.002946375957572369,0.0023571007660591692,0.00039285012767668333,0.4940090355529339,0.00039285012767668333,0.49400903555293396
255,0.0028896166243188317,0.0028896166243181573,0.002889616624318642,0.0023116932994547007,0.00038528221657588616,0.49412444619721907,0.00038528221657593213,0.4941244461972188
260,0.002835002801567852,0.002835002801568997,0.00283500280156922,0.0022680022412552864,0.0003780003735427317,0.49423549430347663,0.0003780003735427317,0.49423549430347663
265,0.002782415132235079,0.0027824151322357483,0.0027824151322377276,0.0022259321057895238,0.0003709886842980584,0.49434242256445293,0.0003709886842980584,0.49434242256445293
270,0.002731742849252612,0.002731742849251041,0.002731742849251347,0.002185394279400304,0.0003642323799002579,0.49444545620652225,0.00036423237989995826,0.49444545620652225
275,0.002682883178758422,0.002682883178758655,0.0026828831787572187,0.002146306543006027,0.0003577177571675309,0.49454480420319236,0.0003577177571675988,0.49454480420319225
280,0.002635740663869775,0.0026357406638688476,0.0026357406638699934,0.0021085925310961404,0.00035143208851632675,0.4946406606501313,0.00035143208851632675,0.49464066065013146
285,0.0025902261914183757,0.002590226191420416,0.0025902261914182182,0.0020721809531358973,0.00034536349218958125,0.4947332067441124,0.00034536349218989524,0.4947332067441153
290,0.002546257029782377,0.0025462570297821296,0.002546257029780518,0.0020370056238245638,0.0003395009373043149,0.49482261070611094,0.0003395009373042093,0.49482261070611094
295,0.0025037556272861253,0.0025037556272861253,0.0025037556272871457,0.0020030045018284135,0.0003338340836380624,0.49490903022452915,0.0003338340836378072,0.4949090302245072
300,0.002462649786938664,0.002462649786937388,0.0024626497869414898,0.001970119829549879,0.00032835330492433874,0.49499261209989215,0.0003283533049240443,0.49499261209989215
305,0.002422871892934129,0.002422871892933395,0.002422871892933589,0.0019382975143475306,0.00032304958572507256,0.49507349381770077,0.000323049585724738,0.49507349381770077
310,0.002384358642780585,0.002384358642779312,0.002384358642779613,0.0019074869142228952,0.00031791448570363533,0.4951518040930152,0.00031791448570363533,0.4951518040930152
315,0.002347050558331683,0.0023470505583327813,0.0023470505583332675,0.001877640446666645,0.000312940074444344,0.49522766386472367,0.0003129400744443039,0.4952276638647233
320,0.0023108920043133883,0.0023108920043114533,0.002310892004315034,0.0018487136034502107,0.0003081189339080272,0.49530118625789704,0.00030811893390781856,0.49530118625789704
325,0.0022758306950293526,0.0022758306950299316,0.0022758306950281322,0.0018206645560233461,0.0003034440926709948,0.4953724775867736,0.0003034440926709231,0.4953724775867736
330,0.002241817344498507,0.002241817344498692,0.0022418173444979823,0.0017934538755987044,0.0002989089792663106,0.49544163806618674,0.0002989089792663884,0.49544163806618674
335,0.002208805752730934,0.002208805752730734,0.002208805752730413,0.0017670446021842334,0.0002945074336969978,0.4955087616361148,0.0002945074336971048,0.4955087616361148
340,0.002176752307073027,0.002176752307073294,0.0021767523070738096,0.0017414018456595535,0.0002902336409435746,0.4955739369756167,0.0002902336409434117,0.4955739369756166
345,0.002145615773731336,0.0021456157737307665,0.002145615773730475,0.0017164926189846075,0.00028608210316420423,0.4956372479267472,0.00028608210316416287,0.4956372479267472
350,0.0021153575267389628,0.0021153575267395318,0.002115357526738695,0.0016922860213910962,0.0002820476702316958,0.4956987730289642,0.0002820476702316958,0.4956987730289642
355,0.002085940753104871,0.0020859407531062966,0.002085940753105304,0.0016687526024852333,0.00027812543374773147,0.4957585871353514,0.0002781254337476634,0.4957585871353514
360,0.002057330972224972,0.0020573309722251095,0.0020573309722227737,0.001645864777779911,0.000274310796296799,0.4958167603564767,0.0002743107962970934,0.4958167603564767
365,0.0020294953121151454,0.002029495312114386,0.002029495312114668,0.0016235962496915807,0.0002705993749486057,0.49587335953203343,0.0002705993749486568,0.49587335953203343
370,0.0020024028814811384,0.0020024028814823016,0.00200240288148016,0.001601922305184981,0.0002669870508643014,0.4959284474743214,0.00026698705086427096,0.4959284474743214
375,0.0019760242636353686,0.0019760242636354475,0.0019760242636350745,0.0015808194109091075,0.00026346990181780187,0.49598208399726285,0.00026346990181764493,0.4959820839972868
380,0.0019503315216757924,0.0019503315216771407,0.0019503315216756708,0.0015602652173415334,0.0002600442028907703,0.4960343259059243,0.0002600442028908555,0.49603432590592406
385,0.0019252984231571937,0.0019252984231567924,0.0019252984231579924,0.001540238738525604,0.0002567064564207553,0.4960852265395805,0.0002567064564206597,0.4960852265395805
390,0.001900899785524616,0.0019008997855237523,0.0019008997855245768,0.0015207198284193436,0.0002534533047367633,0.49613483710274064,0.0002534533047366259,0.4961348371027936
395,0.0018771117729895245,0.001877111772989096,0.0018771117729890865,0.0015016894183916662,0.00025028156973231405,0.496183206061588,0.00025028156973226287,0.496183206061588
400,0.001853911753798747,0.0018539117537967943,0.001853911753797515,0.0014831294030380041,0.00024718823383914755,0.49623037943394516,0.00024718823383918523,0.49623037943394555
405,0.0018312782303956574,0.0018312782303962609,0.001831278230394917,0.0014650225843168589,0.000244170430719511,0.49627640093152864,0.00024417043071953533,0.49627640093152864
410,0.001809190695855977,0.0018091906958557676,0.0018091906958556116,0.0014473525566846006,0.00024122542611401405,0.49632131225176,0.00024122542611401405,0.49632131225176
415,0.0017876296367420495,0.001787629636741814,0.0017876296367408326,0.001430103709393553,0.00023835061823279533,0.4963651530719716,0.0002383506182325598,0.4963651530719448
420,0.0017665763889639229,0.0017665763889620231,0.0017665763889600258,0.001413261111167898,0.00023554351852837026,0.49640796134244475,0.00023554351852827403,0.49640796134244475
425,0.0017460132869761117,0.001746013286978153,0.0017460132869761117,0.0013968106295810035,0.0002328017715980278,0.4964497729831597,0.00023280177159857736,0.4964497729831323
430,0.0017259233724186162,0.0017259233724184358,0.0017259233724197416,0.001380738697935419,0.000230123116322567,0.49649062247608133,0.00023012311632255848,0.49649062247608133
435,0.0017062905429743363,0.0017062905429734011,0.0017062905429742392,0.0013650324343785006,0.00022750540572940496,0.49653054256262025,0.00022750540572955114,0.49653054256262025
440,0.0016870993339500515,0.0016870993339495885,0.0016870993339492572,0.0013496794671593103,0.0002249465778598022,0.4965695646876361,0.00022494657785973035,0.4965695646876361
445,0.0016683349934126786,0.0016683349934138558,0.0016683349934154457,0.001334667994732639,0.00022244466578980683,0.49660771884670873,0.00022244466578941432,0.4966077188467373
450,0.0016499834838307572,0.0016499834838307986,0.0016499834838293048,0.0013199867870645236,0.00021999779784430024,0.496645033582878,0.0002199977978443898,0.496645033582878
455,0.0016320313366196655,0.0016320313366212935,0.0016320313366194705,0.001305625069297099,0.00021760417821643742,0.49668153628220474,0.0002176041782163314,0.496681536282205
460,0.0016144655799120845,0.0016144655799123987,0.0016144655799136746,0.0012915724639311202,0.00021526207732165713,0.4967172533208436,0.00021526207732175523,0.4967172533208436
465,0.0015972739604212473,0.0015972739604205551,0.0015972739604210816,0.0012778191683365007,0.00021296986138945374,0.4967522096138109,0.00021296986138935137,0.4967522096138109
470,0.0015804446505401906,0.0015804446505400097,0.0015804446505379723,0.0012643557204313782,0.00021072595340563394,0.49678642921056976,0.00021072595340563145,0.49678642921056937
475,0.0015639662493124836,0.0015639662493135364,0.0015639662493116154,0.0012511729994501251,0.0002085288332419841,0.49681993529306395,0.0002085288332419841,0.49681993529306423
480,0.001547827857007271,0.0015478278570095626,0.0015478278570093484,0.001238262285608672,0.0002063770476009846,0.49685275002408164,0.0002063770476010675,0.4968527500240814
485,0.0015320192233154776,0.0015320192233146338,0.0015320192233162237,0.0012256153786524332,0.00020426922977505551,0.49688489424591004,0.00020426922977521253,0.49688489424594107
490,0.0015165301594162047,0.0015165301594148443,0.0015165301594147077,0.001213224127531337,0.0002022040212548628,0.4969163886758565,0.00020220402125501762,0.4969163886758565
495,0.0015013512012189735,0.0015013512012189054,0.001501351201216906,0.0012010809609744454,0.0002001801601626189,0.4969472525575228,0.0002001801601626189,0.4969472525575228
500,0.0014864730948377502,0.0014864730948382816,0.0014864730948375988,0.0011891784758705061,0.0001981964126453254,0.4969775047071627,0.0001981964126452681,0.4969775047071627
