c,X,Y,Z,V
0.9,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,1.0
1.1,0.0,0.0,0.0,1.0
1.2,0.0,0.0,0.0,1.0
1.3,0.0,0.0,0.0,1.0
1.4,0.0,0.0,0.0,1.0
1.5,0.0,0.0,0.0,1.0
1.6,0.0,0.0,0.0,1.0
1.7,0.0,0.0,0.0,1.0
1.8,0.0,0.0,0.0,1.0
1.9,0.0,0.0,0.0,1.0
2.0,0.0,0.0,0.0,1.0
2.1,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
2.2,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
2.3,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
2.4,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
2.5,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
2.6,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
2.7,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
2.8,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
2.9,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
3.0,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
3.1,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
3.2,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
3.3,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
3.4,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
3.5,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
3.6,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
3.7,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
3.8,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
3.9,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
4.0,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
4.1,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
4.2,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
4.3,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
4.4,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
4.5,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
4.6,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
4.7,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
4.8,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
4.9,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
5.0,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
5.1,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
5.2,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
5.3,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
5.4,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
5.5,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
5.6,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
5.7,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
5.8,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
5.9,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
6.0,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
6.1,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
6.2,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
6.3,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
6.4,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
6.5,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
6.6,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
6.7,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
6.8,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
6.9,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
7.0,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
7.1,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
7.2,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
7.3,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
7.4,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
7.5,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
7.6,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
7.7,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
7.8,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
7.9,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
8.0,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
8.1,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
8.2,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
8.3,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
8.4,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
8.5,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
8.6,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
8.7,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
8.8,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
8.9,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
9.0,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
9.1,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
9.2,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
9.3,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
9.4,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
9.5,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
9.6,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
9.7,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
9.8,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
9.9,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
10.0,0.1666666666666668,0.3333333333333328,0.33333333333333365,0.1666666666666668
