c,X,Y,Z
7.4,0.2500000000000002,0.24999999999999986,0.49999999999999994
7.5,0.2500000000000002,0.24999999999999986,0.49999999999999994
7.6,0.2500000000000002,0.24999999999999986,0.49999999999999994
7.7,0.2500000000000002,0.24999999999999986,0.49999999999999994
7.8,0.2500000000000002,0.24999999999999986,0.49999999999999994
7.9,0.2500000000000002,0.24999999999999986,0.49999999999999994
8.0,0.2500000000000002,0.24999999999999986,0.49999999999999994
8.1,0.2500000000000002,0.24999999999999986,0.49999999999999994
8.2,0.2500000000000002,0.24999999999999986,0.49999999999999994
8.3,0.2500000000000002,0.24999999999999986,0.49999999999999994
8.4,0.2500000000000002,0.24999999999999986,0.49999999999999994
8.5,0.2500000000000002,0.24999999999999986,0.49999999999999994
8.6,0.2500000000000002,0.24999999999999986,0.49999999999999994
8.7,0.2500000000000002,0.24999999999999986,0.49999999999999994
8.8,0.2500000000000002,0.24999999999999986,0.49999999999999994
8.9,0.2500000000000002,0.24999999999999986,0.49999999999999994
9.0,0.2500000000000002,0.24999999999999986,0.49999999999999994
9.1,0.2500000000000002,0.24999999999999986,0.49999999999999994
9.2,0.2500000000000002,0.24999999999999986,0.49999999999999994
9.3,0.2500000000000002,0.24999999999999986,0.49999999999999994
9.4,0.2500000000000002,0.24999999999999986,0.49999999999999994
9.5,0.2500000000000002,0.24999999999999986,0.49999999999999994
9.6,0.2500000000000002,0.24999999999999986,0.49999999999999994
9.7,0.2500000000000002,0.24999999999999986,0.49999999999999994
9.8,0.2500000000000002,0.24999999999999986,0.49999999999999994
9.9,0.2500000000000002,0.24999999999999986,0.49999999999999994
10.0,0.2500000000000002,0.24999999999999986,0.49999999999999994
