s,X,Y,R,S,O
0.0001,0.24984546336684982,0.07583416623044584,0.26428444963406983,0.265242379546098,0.1447935412225366
0.00014563484775012445,0.24980608906961405,0.07873443259733229,0.2703813896972121,0.27184605534383477,0.1292320332920069
0.00021209508879201905,0.24978007256195753,0.0757068378513,0.2787361666970988,0.28102000507425273,0.11475691781539102
0.00030888435964774815,0.2498004459993596,0.08093760121823315,0.289725927293077,0.2933769528380438,0.08615907265128644
0.0004498432668969444,0.2499280610738442,0.07631382387791193,0.30316891414505415,0.30917064492509966,0.06141855597809005
0.0006551285568595509,0.2502492444912654,0.06458572037147292,0.3176007410151575,0.32769843827469564,0.039865855847408566
0.0009540954763499944,0.2508374776997663,0.05190419445789018,0.32978784613314055,0.3468495135413932,0.020620968167809804
0.0013894954943731374,0.2516869794925526,0.040085263539050356,0.3359042814665364,0.36394185588093414,0.008381619620926426
0.0020235896477251557,0.252715643349614,0.03017718165181766,0.3343840531752508,0.3781166731114561,0.004606448711861414
0.0029470517025518097,0.2538563294744872,0.025672466898999442,0.3263675734625085,0.391558178364672,0.0025454517993327487
0.004291934260128779,0.2550005620543377,0.022418305305604076,0.3126516061954691,0.4077067281524482,0.0022227982921409414
0.0062505519252739694,0.2557218715925712,0.020328428864475924,0.29243732601895217,0.42949678865503343,0.0020155848689673347
0.009102981779915217,0.2549249381538331,0.019070466895136903,0.26446565349233286,0.4596480848276098,0.0018908566310872825
0.013257113655901081,0.25042844578002066,0.018428724166558563,0.22814415458875803,0.5010851992373997,0.0019134762272630976
0.019306977288832496,0.23882810539446883,0.0184422734431864,0.1847817275661718,0.5561193229993374,0.0018285705968355919
0.02811768697974228,0.21681181640668679,0.018528138936212822,0.1388606849882171,0.6239622754190908,0.0018370842497924583
0.040949150623804234,0.1847133555221305,0.01832374944631292,0.09776869663831396,0.697377379573994,0.0018168188192486296
0.05963623316594643,0.14867591142324385,0.018467777873893962,0.06796912735664756,0.7639950134159703,0.000892169930244302
0.08685113737513521,0.11592434439020317,0.01736786041495799,0.049694203895401,0.8161745578802191,0.0008390334192187618
0.12648552168552957,0.08913515898970309,0.016118393845977415,0.038046080351120025,0.8559216943190621,0.0007786724941375386
0.18420699693267145,0.06792062486069197,0.014787265672473838,0.029326966073058368,0.8872507566089176,0.0007143867848580904
0.2682695795279725,0.05156628455054016,0.013396874652644122,0.022486693269665278,0.9118440730163204,0.0007060745108301154
0.3906939937054613,0.03933257497115943,0.01218134190888142,0.0172214808823466,0.9306489907101054,0.0006156115275071388
0.5689866029018293,0.030427375366069064,0.011073145591914687,0.013254642172118362,0.9446604579199682,0.0005843789499296626
0.8286427728546842,0.024119089761475625,0.010200461743401659,0.010319259087896281,0.9548228512842256,0.0005383381230007149
1.2067926406393288,0.0198024784743919,0.009596925630452512,0.008188026606654315,0.96192756719454,0.00048500209396124417
1.7575106248547894,0.017012151797864587,0.00970218516848341,0.006688968881644542,0.9665966941520076,0.0
2.559547922699533,0.015393219782723884,0.00954702071398703,0.0057023898217362125,0.969357369681553,0.0
3.727593720314938,0.01462432243986089,0.009501539781408816,0.005126135576968902,0.9707480022017614,0.0
5.428675439323859,0.014360137609623876,0.009474246352620749,0.004845461065146699,0.9713201549726087,0.0
7.9060432109076855,0.014293462567532328,0.00943376075733466,0.004735582089872254,0.9715371945852608,0.0
11.513953993264458,0.014261035759215881,0.009373548015460321,0.004688255497404987,0.9716771607279189,0.0
16.768329368110066,0.014219813299189796,0.00928702987526282,0.004643552020573348,0.9718496048049741,0.0
24.420530945486497,0.014161412250618855,0.009164207211046898,0.0045821037782691155,0.9720922767600652,0.0
35.564803062231285,0.014079604545983594,0.008992158014236208,0.004496079007117786,0.9724321584326623,0.0
51.79474679231202,0.013967353104965734,0.008756082818692466,0.004378041409346024,0.9728985226669957,0.0
75.43120063354607,0.013818320737657576,0.008442653922495656,0.004221326961248081,0.9735176983785987,0.0
109.85411419875572,0.013630703903765556,0.00804807831307477,0.0040240391565375296,0.9742971786266222,0.0
159.98587196060572,0.013413992496747558,0.007592314116872475,0.003796157058436307,0.9751975363279436,0.0
232.99518105153672,0.013195807255071202,0.007133450309635529,0.003566725154817641,0.9761040172804757,0.0
339.3221771895323,0.013018092280899823,0.0067596992299349,0.003379849614967633,0.9768423588741977,0.0
494.1713361323828,0.012912067083455853,0.006536718402318906,0.0032683592011591906,0.977282855313066,0.0
719.6856730011514,0.01287120415093914,0.006450779863831018,0.003225389931915492,0.9774526260533144,0.0
1048.1131341546852,0.012862559971176217,0.006432600351749863,0.003216300175875087,0.9774885395011988,0.0
1526.4179671752302,0.012861759797070233,0.006430917511364166,0.003215458755682295,0.9774918639358833,0.0
2222.996482526191,0.012861736466184192,0.0064308684443464,0.0032154342221729693,0.9774919608672965,0.0
3237.45754281764,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917,0.0
4714.8663634573895,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917,0.0
6866.488450042998,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917,0.0
10000.0,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917,0.0
