omega,X,Y,R,S
-148,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-149,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-150,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-151,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-152,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-153,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-154,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-155,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-156,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-157,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-158,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-159,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-160,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-161,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-162,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-163,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-164,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-165,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-166,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-167,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-168,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-169,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-170,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-171,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-172,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-173,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-174,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-175,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-176,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-177,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-178,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-179,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-180,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-181,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-182,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-183,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-184,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-185,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-186,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-187,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-188,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-189,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-190,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-191,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-192,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-193,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-194,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-195,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-196,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-197,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-198,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-199,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-200,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-201,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-202,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-203,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-204,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-205,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-206,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-207,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-208,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-209,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-210,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-211,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-212,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-213,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-214,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-215,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-216,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-217,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-218,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-219,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-220,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-221,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-222,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-223,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-224,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-225,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-226,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-227,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-228,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-229,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-230,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-231,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-232,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-233,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-234,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-235,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-236,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-237,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-238,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-239,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-240,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-241,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-242,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-243,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-244,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-245,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-246,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-247,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-248,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-249,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
-250,0.012861736334404784,0.006430868167202491,0.003215434083601145,0.9774919614147917
