c,X_{cj},X_{rj},Y_{cj},Y_{rj},Z,T,V
4.7,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
4.8,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
4.9,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
5.0,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
5.1,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
5.2,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
5.3,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
5.4,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
5.5,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
5.6,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
5.7,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
5.8,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
5.9,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
6.0,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
6.1,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
6.2,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
6.3,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
6.4,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
6.5,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
6.6,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
6.7,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
6.8,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
6.9,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
7.0,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
7.1,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
7.2,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
7.3,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
7.4,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
7.5,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
7.6,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
7.7,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
7.8,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
7.9,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
8.0,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
8.1,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
8.2,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
8.3,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
8.4,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
8.5,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
8.6,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
8.7,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
8.8,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
8.9,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
9.0,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
9.1,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
9.2,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
9.3,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
9.4,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
9.5,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
9.6,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
9.7,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
9.8,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
9.9,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
10.0,0.05884057971014511,0.05884057971014492,0.29276499005399265,0.17795964762716698,0.23536231884057957,0.11710144927536223,0.059130434782608536
