c,X_{cj},X_{rj},Y_{cj},Y_{rj},T,U,V,W
6.1,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
6.2,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
6.3,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
6.4,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
6.5,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
6.6,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
6.7,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
6.8,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
6.9,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
7.0,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
7.1,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
7.2,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
7.3,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
7.4,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
7.5,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
7.6,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
7.7,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
7.8,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
7.9,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
8.0,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
8.1,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
8.2,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
8.3,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
8.4,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
8.5,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
8.6,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
8.7,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
8.8,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
8.9,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
9.0,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
9.1,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
9.2,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
9.3,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
9.4,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
9.5,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
9.6,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
9.7,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
9.8,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
9.9,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
10.0,2.799716339487222e-16,1.889808529153875e-15,0.49999999999998357,0.5000000000000128,5.553138082265925e-19,7.932529628547128e-16,1.8492613539548484e-21,8.399149018461666e-16
