c,X,Y_{cj},Y_{rj},T,U,V,W
4.8,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
4.9,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
5.0,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
5.1,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
5.2,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
5.3,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
5.4,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
5.5,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
5.6,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
5.7,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
5.8,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
5.9,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
6.0,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
6.1,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
6.2,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
6.3,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
6.4,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
6.5,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
6.6,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
6.7,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
6.8,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
6.9,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
7.0,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
7.1,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
7.2,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
7.3,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
7.4,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
7.5,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
7.6,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
7.7,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
7.8,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
7.9,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
8.0,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
8.1,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
8.2,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
8.3,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
8.4,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
8.5,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
8.6,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
8.7,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
8.8,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
8.9,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
9.0,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
9.1,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
9.2,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
9.3,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
9.4,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
9.5,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
9.6,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
9.7,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
9.8,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
9.9,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
10.0,1.0028982412504742e-15,0.4999999999999935,0.5000000000000044,3.1514862361054065e-19,3.857300927886439e-16,6.815448115403123e-22,7.45744846058045e-16
