c,X_{cj},X_{rj},Y_{cj},Y_{rj},Z,T,U,V,W
4.2,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
4.3,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
4.4,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
4.5,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
4.6,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
4.7,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
4.8,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
4.9,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
5.0,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
5.1,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
5.2,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
5.3,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
5.4,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
5.5,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
5.6,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
5.7,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
5.8,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
5.9,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
6.0,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
6.1,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
6.2,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
6.3,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
6.4,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
6.5,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
6.6,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
6.7,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
6.8,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
6.9,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
7.0,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
7.1,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
7.2,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
7.3,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
7.4,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
7.5,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
7.6,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
7.7,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
7.8,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
7.9,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
8.0,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
8.1,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
8.2,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
8.3,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
8.4,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
8.5,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
8.6,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
8.7,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
8.8,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
8.9,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
9.0,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
9.1,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
9.2,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
9.3,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
9.4,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
9.5,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
9.6,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
9.7,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
9.8,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
9.9,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
10.0,0.0419018585117615,0.04190185851176062,0.3311740515388289,0.1692308356881705,0.16680162907566676,0.08298997308690796,0.08219210708076312,0.041905827994379155,0.041901858511761404
