c,X,Y_{cj},Y_{rj},Z,T,V
3.4,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
3.5,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
3.6,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
3.7,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
3.8,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
3.9,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
4.0,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
4.1,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
4.2,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
4.3,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
4.4,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
4.5,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
4.6,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
4.7,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
4.8,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
4.9,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
5.0,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
5.1,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
5.2,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
5.3,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
5.4,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
5.5,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
5.6,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
5.7,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
5.8,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
5.9,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
6.0,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
6.1,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
6.2,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
6.3,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
6.4,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
6.5,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
6.6,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
6.7,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
6.8,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
6.9,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
7.0,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
7.1,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
7.2,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
7.3,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
7.4,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
7.5,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
7.6,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
7.7,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
7.8,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
7.9,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
8.0,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
8.1,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
8.2,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
8.3,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
8.4,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
8.5,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
8.6,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
8.7,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
8.8,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
8.9,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
9.0,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
9.1,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
9.2,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
9.3,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
9.4,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
9.5,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
9.6,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
9.7,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
9.8,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
9.9,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
10.0,0.1357903759030242,0.25848884919463067,0.18598280502356457,0.2963144361454637,0.07395616505448756,0.04946736867882942
