omega,X,Y,S
-112,0.009708737864077293,0.009708737864077102,0.9805825242718457
-113,0.009708737864077293,0.009708737864077102,0.9805825242718457
-114,0.009708737864077293,0.009708737864077102,0.9805825242718457
-115,0.009708737864077293,0.009708737864077102,0.9805825242718457
-116,0.009708737864077293,0.009708737864077102,0.9805825242718457
-117,0.009708737864077293,0.009708737864077102,0.9805825242718457
-118,0.009708737864077293,0.009708737864077102,0.9805825242718457
-119,0.009708737864077293,0.009708737864077102,0.9805825242718457
-120,0.009708737864077293,0.009708737864077102,0.9805825242718457
-121,0.009708737864077293,0.009708737864077102,0.9805825242718457
-122,0.009708737864077293,0.009708737864077102,0.9805825242718457
-123,0.009708737864077293,0.009708737864077102,0.9805825242718457
-124,0.009708737864077293,0.009708737864077102,0.9805825242718457
-125,0.009708737864077293,0.009708737864077102,0.9805825242718457
-126,0.009708737864077293,0.009708737864077102,0.9805825242718457
-127,0.009708737864077293,0.009708737864077102,0.9805825242718457
-128,0.009708737864077293,0.009708737864077102,0.9805825242718457
-129,0.009708737864077293,0.009708737864077102,0.9805825242718457
-130,0.009708737864077293,0.009708737864077102,0.9805825242718457
-131,0.009708737864077293,0.009708737864077102,0.9805825242718457
-132,0.009708737864077293,0.009708737864077102,0.9805825242718457
-133,0.009708737864077293,0.009708737864077102,0.9805825242718457
-134,0.009708737864077293,0.009708737864077102,0.9805825242718457
-135,0.009708737864077293,0.009708737864077102,0.9805825242718457
-136,0.009708737864077293,0.009708737864077102,0.9805825242718457
-137,0.009708737864077293,0.009708737864077102,0.9805825242718457
-138,0.009708737864077293,0.009708737864077102,0.9805825242718457
-139,0.009708737864077293,0.009708737864077102,0.9805825242718457
-140,0.009708737864077293,0.009708737864077102,0.9805825242718457
-141,0.009708737864077293,0.009708737864077102,0.9805825242718457
-142,0.009708737864077293,0.009708737864077102,0.9805825242718457
-143,0.009708737864077293,0.009708737864077102,0.9805825242718457
-144,0.009708737864077293,0.009708737864077102,0.9805825242718457
-145,0.009708737864077293,0.009708737864077102,0.9805825242718457
-146,0.009708737864077293,0.009708737864077102,0.9805825242718457
-147,0.009708737864077293,0.009708737864077102,0.9805825242718457
-148,0.009708737864077293,0.009708737864077102,0.9805825242718457
-149,0.009708737864077293,0.009708737864077102,0.9805825242718457
-150,0.009708737864077293,0.009708737864077102,0.9805825242718457
