c,X_{cj},X_{rj},Y_{cj},Y_{rj},T,U,V,W
8.3,3.1756594155739325e-16,8.95820342602199e-16,0.5000000000000248,0.4999999999999737,2.906279173390743e-20,2.359362219199207e-16,2.9059886035642523e-22,1.5272657222494867e-17
8.4,3.1756594155739325e-16,8.95820342602199e-16,0.5000000000000248,0.4999999999999737,2.906279173390743e-20,2.359362219199207e-16,2.9059886035642523e-22,1.5272657222494867e-17
8.5,3.1756594155739325e-16,8.95820342602199e-16,0.5000000000000248,0.4999999999999737,2.906279173390743e-20,2.359362219199207e-16,2.9059886035642523e-22,1.5272657222494867e-17
8.6,3.1756594155739325e-16,8.95820342602199e-16,0.5000000000000248,0.4999999999999737,2.906279173390743e-20,2.359362219199207e-16,2.9059886035642523e-22,1.5272657222494867e-17
8.7,3.1756594155739325e-16,8.95820342602199e-16,0.5000000000000248,0.4999999999999737,2.906279173390743e-20,2.359362219199207e-16,2.9059886035642523e-22,1.5272657222494867e-17
8.8,3.1756594155739325e-16,8.95820342602199e-16,0.5000000000000248,0.4999999999999737,2.906279173390743e-20,2.359362219199207e-16,2.9059886035642523e-22,1.5272657222494867e-17
8.9,3.1756594155739325e-16,8.95820342602199e-16,0.5000000000000248,0.4999999999999737,2.906279173390743e-20,2.359362219199207e-16,2.9059886035642523e-22,1.5272657222494867e-17
9.0,3.1756594155739325e-16,8.95820342602199e-16,0.5000000000000248,0.4999999999999737,2.906279173390743e-20,2.359362219199207e-16,2.9059886035642523e-22,1.5272657222494867e-17
9.1,3.1756594155739325e-16,8.95820342602199e-16,0.5000000000000248,0.4999999999999737,2.906279173390743e-20,2.359362219199207e-16,2.9059886035642523e-22,1.5272657222494867e-17
9.2,3.1756594155739325e-16,8.95820342602199e-16,0.5000000000000248,0.4999999999999737,2.906279173390743e-20,2.359362219199207e-16,2.9059886035642523e-22,1.5272657222494867e-17
9.3,3.1756594155739325e-16,8.95820342602199e-16,0.5000000000000248,0.4999999999999737,2.906279173390743e-20,2.359362219199207e-16,2.9059886035642523e-22,1.5272657222494867e-17
9.4,3.1756594155739325e-16,8.95820342602199e-16,0.5000000000000248,0.4999999999999737,2.906279173390743e-20,2.359362219199207e-16,2.9059886035642523e-22,1.5272657222494867e-17
9.5,3.1756594155739325e-16,8.95820342602199e-16,0.5000000000000248,0.4999999999999737,2.906279173390743e-20,2.359362219199207e-16,2.9059886035642523e-22,1.5272657222494867e-17
9.6,3.1756594155739325e-16,8.95820342602199e-16,0.5000000000000248,0.4999999999999737,2.906279173390743e-20,2.359362219199207e-16,2.9059886035642523e-22,1.5272657222494867e-17
9.7,3.1756594155739325e-16,8.95820342602199e-16,0.5000000000000248,0.4999999999999737,2.906279173390743e-20,2.359362219199207e-16,2.9059886035642523e-22,1.5272657222494867e-17
9.8,3.1756594155739325e-16,8.95820342602199e-16,0.5000000000000248,0.4999999999999737,2.906279173390743e-20,2.359362219199207e-16,2.9059886035642523e-22,1.5272657222494867e-17
9.9,3.1756594155739325e-16,8.95820342602199e-16,0.5000000000000248,0.4999999999999737,2.906279173390743e-20,2.359362219199207e-16,2.9059886035642523e-22,1.5272657222494867e-17
10.0,3.1756594155739325e-16,8.95820342602199e-16,0.5000000000000248,0.4999999999999737,2.906279173390743e-20,2.359362219199207e-16,2.9059886035642523e-22,1.5272657222494867e-17
