c,X,Y_{cj},Y_{rj},T,U,V,W
3.7,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
3.8,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
3.9,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
4.0,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
4.1,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
4.2,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
4.3,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
4.4,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
4.5,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
4.6,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
4.7,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
4.8,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
4.9,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
5.0,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
5.1,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
5.2,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
5.3,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
5.4,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
5.5,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
5.6,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
5.7,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
5.8,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
5.9,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
6.0,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
6.1,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
6.2,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
6.3,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
6.4,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
6.5,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
6.6,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
6.7,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
6.8,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
6.9,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
7.0,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
7.1,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
7.2,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
7.3,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
7.4,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
7.5,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
7.6,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
7.7,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
7.8,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
7.9,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
8.0,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
8.1,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
8.2,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
8.3,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
8.4,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
8.5,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
8.6,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
8.7,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
8.8,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
8.9,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
9.0,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
9.1,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
9.2,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
9.3,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
9.4,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
9.5,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
9.6,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
9.7,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
9.8,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
9.9,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
10.0,4.885914508656026e-16,0.5000000000000339,0.4999999999999642,7.239460409983566e-19,6.685988275002984e-16,2.489216608968157e-21,8.48606204134994e-16
