c,X_{cj},X_{rj},Y_{cj},Y_{rj},Z,T,U,V,W
3.1,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
3.2,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
3.3,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
3.4,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
3.5,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
3.6,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
3.7,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
3.8,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
3.9,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
4.0,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
4.1,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
4.2,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
4.3,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
4.4,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
4.5,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
4.6,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
4.7,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
4.8,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
4.9,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
5.0,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
5.1,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
5.2,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
5.3,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
5.4,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
5.5,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
5.6,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
5.7,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
5.8,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
5.9,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
6.0,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
6.1,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
6.2,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
6.3,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
6.4,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
6.5,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
6.6,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
6.7,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
6.8,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
6.9,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
7.0,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
7.1,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
7.2,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
7.3,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
7.4,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
7.5,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
7.6,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
7.7,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
7.8,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
7.9,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
8.0,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
8.1,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
8.2,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
8.3,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
8.4,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
8.5,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
8.6,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
8.7,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
8.8,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
8.9,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
9.0,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
9.1,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
9.2,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
9.3,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
9.4,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
9.5,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
9.6,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
9.7,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
9.8,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
9.9,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
10.0,0.05119398557065747,0.06156261920326496,0.3214485526986352,0.18645256285355247,0.1693003718507286,0.0169384642817305,0.120757445360253,0.021152012610519313,0.051193985570658435
