M,X_{cj},X_{rj},Y_{cj},Y_{rj},T,U,V,W
400,5.016848647977327e-16,1.6524713308965195e-15,0.4999999999999989,0.4999999999999989,0.0,1.0980702621389787e-17,0.0,1.2207360167131433e-17
405,1.1331166295920984e-16,3.399349888776296e-16,0.49999999999988765,0.5000000000001102,0.0,7.70519308122627e-16,0.0,7.47856975530785e-16
410,7.225963270218707e-16,7.388083415393384e-16,0.4999999999999992,0.4999999999999992,0.0,2.903392598401697e-18,0.0,2.596774275031966e-18
415,8.047431084250127e-16,4.029103471386467e-17,0.49999999999999956,0.49999999999999956,0.0,8.2894701376731015e-19,0.0,8.2894701376731015e-19
420,7.025323103471003e-16,1.586363281428936e-16,0.500000000000115,0.49999999999988376,0.0,9.064933036736778e-17,0.0,9.064933036736778e-17
425,4.0514762805787175e-16,6.870785422199819e-17,0.4999999999999998,0.4999999999999998,0.0,2.6153796436004316e-18,0.0,1.388725022617247e-18
430,1.78050218861253e-15,1.0571731744886897e-15,0.49999999999999817,0.499999999999999,1.0101542514384891e-31,3.2601968785629823e-18,1.6380878643676648e-34,4.346929171417309e-18
435,3.091036944402784e-16,4.272575717308378e-17,0.49999999999999983,0.49999999999999983,0.0,3.1029541788737412e-18,0.0,3.4096543920568246e-18
440,8.467869770929882e-16,2.853011735838902e-16,0.49999999999999944,0.49999999999999944,0.0,2.2410415168119028e-18,0.0,3.467689118628474e-18
445,1.349198746661395e-16,1.5269969035721796e-15,0.4999999999999992,0.4999999999999992,0.0,7.553600487926063e-18,0.0,7.553600487926063e-18
450,1.075249506530106e-15,5.178812260042217e-16,0.4999999999999992,0.4999999999999992,0.0,7.838003026797797e-18,0.0,7.838003026797797e-18
455,1.0991481622362763e-16,1.9870549611282402e-16,0.49999999999999983,0.49999999999999983,0.0,2.086843893914458e-18,0.0,2.086843893914458e-18
460,7.478569755307832e-16,7.251946429389412e-16,0.4999999999999992,0.4999999999999987,0.0,2.7194799110210296e-16,0.0,2.7194799110210296e-16
465,1.6543502792044566e-15,2.266233259184187e-17,0.4999999999999977,0.49999999999999833,0.0,1.0877919644084098e-15,0.0,1.0877919644084098e-15
470,8.344445106789655e-16,1.4741853021995056e-15,0.4999999999999986,0.4999999999999991,2.0637171924339653e-32,1.7384260639145112e-18,1.8714922391754287e-35,3.91145864380765e-18
475,1.1792416238970607e-16,1.0064754842516636e-15,0.49999999999999944,0.49999999999999944,0.0,8.595546294232429e-18,0.0,8.288855440006213e-18
480,9.064933036736737e-17,2.2662332591841846e-16,0.49999999999999967,0.4999999999999991,0.0,4.532466518368369e-16,0.0,4.985713170205206e-16
485,2.197225361011824e-15,5.562595850662846e-16,0.499999999999999,0.4999999999999983,1.125127874642481e-31,1.3906489626657116e-17,6.387693271463102e-35,1.1299022821658906e-17
490,9.361807799807088e-16,8.045107695417054e-16,0.4999999999999991,0.4999999999999991,0.0,9.47078071275305e-19,0.0,1.560416787719591e-18
495,1.3597399555105163e-16,1.3597399555105163e-16,0.4999999999998638,0.5000000000001357,0.0,2.266233259184194e-16,0.0,2.266233259184194e-16
500,7.710434004738702e-16,3.507177287260375e-16,0.49999999999999944,0.49999999999999944,0.0,5.684281841786722e-18,0.0,5.070994013727671e-18
