s,X,Y,Z,V'
0.0001,0.25028835875447514,0.25030772104997534,0.24985277452854565,0.24955114566700393
0.00014563484775012445,0.25041927386446067,0.25044827873678016,0.24978618930352384,0.2493462580952354
0.00021209508879201905,0.2506091691017167,0.2506531221119366,0.24968989320898322,0.2490478155773635
0.00030888435964774815,0.25088410260209704,0.25095173521637526,0.24955109788164098,0.2486130642998867
0.0004498432668969444,0.2512810476066507,0.251387212943564,0.249352045302682,0.2479796941471033
0.0006551285568595509,0.2518517581646111,0.2520225901462497,0.2490687761044092,0.24705687558472997
0.0009540954763499944,0.2526671243074757,0.2529501392538773,0.2486704936177508,0.24571224282089618
0.0013894954943731374,0.253820693473322,0.25430483598892994,0.24812136511614075,0.24375310542160727
0.0020235896477251557,0.25542778235445124,0.2562832171696473,0.24738914872251822,0.24089985175338322
0.0029470517025518097,0.25761131719123403,0.25916719210935624,0.24647143870236313,0.23675005199704655
0.004291934260128779,0.2604553619839012,0.26334427073100664,0.24546435802477506,0.23073600926031712
0.0062505519252739694,0.26389319235524833,0.2692858317497957,0.2447260538626904,0.22209492203226552
0.009102981779915217,0.2675040375366638,0.27735596322584377,0.24521910949967676,0.2099208897378157
0.013257113655901081,0.27032471144506603,0.2871510806968581,0.24904473263825536,0.19347947521982053
0.019306977288832496,0.27113812968365253,0.29616596864150757,0.25964598943890965,0.1730499122359303
0.02811768697974228,0.2694690412068548,0.2992626626719313,0.280172915553468,0.151095380567746
0.040949150623804234,0.26548021319867987,0.292419227380435,0.3099127293136845,0.13218783010720073
0.05963623316594643,0.25852919376889466,0.2778206222451007,0.3435968783598401,0.1200533056261645
0.08685113737513521,0.24841464382901515,0.26106063612940217,0.37640793045760207,0.11411678958398061
0.12648552168552957,0.23637709625111877,0.24509145060042173,0.4078959417511028,0.11063551139735665
0.18420699693267145,0.22359682626999636,0.23027550414588277,0.43941215418314367,0.1067155154009771
0.2682695795279725,0.21089090695277404,0.21652213736465614,0.4709137075268372,0.1016732481557326
0.3906939937054613,0.1991172678358398,0.20402647676702543,0.5008810555584055,0.09597519983872921
0.5689866029018293,0.1892004425100571,0.19342037410439583,0.5271086406538013,0.09027054273174585
0.8286427728546842,0.1821124874246105,0.18561270557538212,0.5471577584472774,0.08511704855273
1.2067926406393288,0.17886246446169157,0.18160401569870163,0.5585243005891536,0.08100921925045322
1.7575106248547894,0.18036844382036818,0.18231816391933278,0.5589065246276914,0.07840686763260774
2.559547922699533,0.1870914451093655,0.1882618350022599,0.5469198340197842,0.0777268858685904
3.727593720314938,0.19841370394103025,0.1989359659419203,0.5233584225505479,0.07929190756650162
5.428675439323859,0.21232980351784103,0.21247178301176486,0.4920341335389706,0.08316427993142357
7.9060432109076855,0.2264368107561731,0.22645459425221323,0.4582474052103266,0.088861189781287
11.513953993264458,0.2394018193380634,0.23940252376101373,0.4257825659773298,0.09541309092359314
16.768329368110066,0.25088960344672157,0.25088960866522636,0.39616939170883403,0.10205139617921799
24.420530945486497,0.2607884445572552,0.26078844455725536,0.3698999640157269,0.10852314686976262
35.564803062231285,0.26898949452390675,0.2689894945239065,0.34722366076502603,0.11479735018716064
51.79474679231202,0.27538059044010693,0.27538059044010643,0.32834983520914063,0.120888983910646
75.43120063354607,0.2798803394451098,0.2798803394451094,0.3134340109224272,0.12680531018735347
109.85411419875572,0.2826517331720072,0.2826517331720074,0.30231417692064877,0.1323823567353366
159.98587196060572,0.28422545045836795,0.2842254504583683,0.29441806005075355,0.1371310390325101
232.99518105153672,0.2851139160804859,0.2851139160804866,0.28930470347256015,0.14046746436646748
339.3221771895323,0.2855480525262068,0.28554805252620674,0.28671152554583645,0.14219236940175006
494.1713361323828,0.28568875499674307,0.28568875499674334,0.28586746973367366,0.14275502027283996
719.6856730011514,0.2857126253543542,0.2857126253543542,0.2857242478738746,0.14285050141741684
1048.1131341546852,0.2857142547183471,0.2857142547183472,0.28571447168991726,0.14285701887338845
1526.4179671752302,0.28571428562040807,0.2857142856204081,0.2857142862775512,0.14285714248163273
2222.996482526191,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
3237.45754281764,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
4714.8663634573895,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
6866.488450042998,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
10000.0,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
