s,X,Y,V',W'
0.0001,0.249251464797654,0.2514090845035055,0.2500558187569164,0.24928363194192402
0.00014563484775012445,0.2489093651666752,0.2520535533515891,0.2500806622141414,0.24895641926759443
0.00021209508879201905,0.2484105851078792,0.25299372329159103,0.25011613776486047,0.24847955383566933
0.00030888435964774815,0.2476830036307105,0.25436631637465545,0.250166301002308,0.247784378992326
0.0004498432668969444,0.2466209151200117,0.2563724056208389,0.2502361552788324,0.24677052398031693
0.0006551285568595509,0.24506899878923702,0.2593089024015875,0.2503310629285593,0.24529103588061626
0.0009540954763499944,0.24279828795586533,0.26361663720594375,0.2504546927807651,0.24313038205742585
0.0013894954943731374,0.23946997129573394,0.2699547144508363,0.25060344660362893,0.23997186764980077
0.0020235896477251557,0.2345808530381588,0.2793168117011994,0.2507527125232969,0.2353496227373449
0.0029470517025518097,0.22738261521979242,0.2932134159922,0.25082446381942797,0.22857950496857962
0.004291934260128779,0.21676972182709847,0.31395038447701223,0.2506132684913072,0.2186666252045822
0.0062505519252739694,0.20115484668372297,0.3450136454487615,0.24962308759393467,0.2042084202735808
0.009102981779915217,0.17845163116728213,0.39142337658151477,0.2467311665670622,0.1833938256841409
0.013257113655901081,0.14659655017100076,0.4593557530344964,0.23960868747139932,0.15443900932310356
0.019306977288832496,0.10560280111829899,0.5529911134703712,0.22419590989828822,0.11721017551304158
0.02811768697974228,0.06148328947945416,0.6664832915564933,0.1957872607942371,0.07624615816981554
0.040949150623804234,0.02649384755604117,0.7789441483191433,0.1535454719304178,0.041016532194397944
0.05963623316594643,0.008082785068813372,0.8701032430653705,0.10380203870686323,0.01801193315895301
0.08685113737513521,0.0017186168588912644,0.9358679215221001,0.05651548531503488,0.005897976303973777
0.12648552168552957,0.000220161566087894,0.9766669684562544,0.02198959354996951,0.0011232764276882673
0.18420699693267145,1.2246033633266251e-05,0.9946842989393857,0.005213818696564546,8.963633041660852e-05
0.2682695795279725,1.9484385819794134e-07,0.9993845616456444,0.0006132057954313528,2.0377150661602813e-06
0.3906939937054613,4.724498458019544e-10,0.9999752945584371,2.4697884656075965e-05,7.084456937178093e-09
0.5689866029018293,0.0,1.0,0.0,0.0
0.8286427728546842,0.0,1.0,0.0,0.0
1.2067926406393288,0.0,1.0,0.0,0.0
1.7575106248547894,0.0,1.0,0.0,0.0
2.559547922699533,0.0,1.0,0.0,0.0
3.727593720314938,0.0,1.0,0.0,0.0
5.428675439323859,0.0,1.0,0.0,0.0
7.9060432109076855,0.0,1.0,0.0,0.0
11.513953993264458,0.0,1.0,0.0,0.0
16.768329368110066,0.0,1.0,0.0,0.0
24.420530945486497,0.0,1.0,0.0,0.0
35.564803062231285,0.0,1.0,0.0,0.0
51.79474679231202,0.0,1.0,0.0,0.0
75.43120063354607,0.0,1.0,0.0,0.0
109.85411419875572,0.0,1.0,0.0,0.0
159.98587196060572,0.0,1.0,0.0,0.0
232.99518105153672,0.0,1.0,0.0,0.0
339.3221771895323,0.0,1.0,0.0,0.0
494.1713361323828,0.0,1.0,0.0,0.0
719.6856730011514,0.0,1.0,0.0,0.0
1048.1131341546852,0.0,1.0,0.0,0.0
1526.4179671752302,0.0,1.0,0.0,0.0
2222.996482526191,0.0,1.0,0.0,0.0
3237.45754281764,0.0,1.0,0.0,0.0
4714.8663634573895,0.0,1.0,0.0,0.0
6866.488450042998,0.0,1.0,0.0,0.0
10000.0,0.0,1.0,0.0,0.0
