s,X,Y,Z,W'
0.0001,0.24985458412977,0.2507485224755432,0.24950879795732475,0.249888095437362
0.00014563484775012445,0.24978712219080115,0.25108951630747683,0.2492863326670624,0.2498370288346597
0.00021209508879201905,0.24968764587603415,0.25158543837991826,0.24896424601041614,0.24976266973363143
0.00030888435964774815,0.24954018997182204,0.25230617835043256,0.24849920822114477,0.24965442345660072
0.0004498432668969444,0.24932001750128432,0.2533525352934049,0.24783050187429342,0.2494969453310174
0.0006551285568595509,0.2489880362968507,0.2548690205801676,0.24687478216516903,0.24926816095781265
0.0009540954763499944,0.2484810785223064,0.2570607108556765,0.24552139431188752,0.2489368163101296
0.0013894954943731374,0.24769476349999184,0.26021317822168905,0.2436318180029272,0.24846024027539193
0.0020235896477251557,0.24645356501183513,0.26470951762444517,0.24105154443439508,0.2477853729293246
0.0029470517025518097,0.24446103588454424,0.27102329786713486,0.23765186128159455,0.24686380496672639
0.004291934260128779,0.24122814863044384,0.27962457644240524,0.2334315453852749,0.24571572954187612
0.0062505519252739694,0.23601149634627477,0.2906361359935021,0.2287054531397852,0.24464691452043802
0.009102981779915217,0.227903506323542,0.30291417025082507,0.22430186657042997,0.24488045685520296
0.013257113655901081,0.21638029364806838,0.3123194358955913,0.22129372919386053,0.2500065412624798
0.019306977288832496,0.20223675830375976,0.31054297177265966,0.2193631707508716,0.26785709917270906
0.02811768697974228,0.18704146905473681,0.28889276192244856,0.2147361938542925,0.3093295751685222
0.040949150623804234,0.17006385607492452,0.24704725093776525,0.20238432539217147,0.3805045675951388
0.05963623316594643,0.1486399775492245,0.19505018114455086,0.18143715705211538,0.47487268425410917
0.08685113737513521,0.12324583435854163,0.14546992366575012,0.15594386511253902,0.5753403768631692
0.12648552168552957,0.09800830827650081,0.10652191600785221,0.13219056072823232,0.6632792149874147
0.18420699693267145,0.07653222625198268,0.0796775441664519,0.11438628427566558,0.7294039453058999
0.2682695795279725,0.059581288994057895,0.06123825887817585,0.10121106054136392,0.7779693915864024
0.3906939937054613,0.046464317505331344,0.0476111522502481,0.08964324453288347,0.8162812857115371
0.5689866029018293,0.036555800258777506,0.03737113245666222,0.07874996607508099,0.8473231012094792
0.8286427728546842,0.029351809483974735,0.0299159537665972,0.06871034493485816,0.8720218918145699
1.2067926406393288,0.024363043878350518,0.02473647344772965,0.059716178455026574,0.8911843042188932
1.7575106248547894,0.021148262792152487,0.021376868152107237,0.05183064269134929,0.9056442263643909
2.559547922699533,0.019320456954556694,0.01944132013743782,0.04503109977282277,0.9162071231351828
3.727593720314938,0.01850135833357063,0.018550057371139506,0.0392514159569288,0.9236971683383611
5.428675439323859,0.018282706547480494,0.018294931724446687,0.034407810953114286,0.9290145507749585
7.9060432109076855,0.018299236581758815,0.018300673735021183,0.030404365963329523,0.9329957237198905
11.513953993264458,0.018356075625536823,0.018356129636992655,0.027134405965447955,0.9361533887720226
16.768329368110066,0.01840574453838157,0.018405744921221608,0.024495567980015065,0.9386929425603818
24.420530945486497,0.018445196767909,0.01844519676790947,0.02240457130089917,0.9407050351632824
35.564803062231285,0.01847542810053219,0.018475428100531634,0.0208023106717341,0.942246833127202
51.79474679231202,0.01849704873450864,0.018497048734508307,0.019656417071023665,0.9433494854599593
75.43120063354607,0.018510362955883042,0.01851036295588268,0.01895076333816317,0.9440285107500711
109.85411419875572,0.018516492858344898,0.018516492858345147,0.01862587850787762,0.9443411357754324
159.98587196060572,0.01851825130087069,0.018518251300870384,0.018532681053905136,0.9444308163443538
232.99518105153672,0.018518504530443135,0.018518504530443135,0.01851925988660717,0.9444437310525065
339.3221771895323,0.018518518327983985,0.01851851832798368,0.018518528616878083,0.9444444347271543
494.1713361323828,0.018518518518177093,0.018518518518177422,0.018518518536696334,0.9444444444269491
719.6856730011514,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1048.1131341546852,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1526.4179671752302,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
2222.996482526191,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
3237.45754281764,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
4714.8663634573895,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
6866.488450042998,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
10000.0,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
