s,X,Y,Z,V',W'
0.0001,0.20018384313075147,0.2005844375287815,0.19959053564101648,0.19943560567599883,0.2002055780234517
0.00014563484775012445,0.20026683763286826,0.2008511451692364,0.19940456731261874,0.199178060747667,0.20029938913760978
0.00021209508879201905,0.20038669415610164,0.20123955478236583,0.19913473314732902,0.1988030085086516,0.20043600940555187
0.00030888435964774815,0.2005591010115588,0.20180517238390888,0.19874389156631905,0.1982568564954156,0.2006349785427978
0.0004498432668969444,0.2008056311852932,0.20262875879974968,0.19817922500335028,0.19746161549107344,0.2009247695205336
0.0006551285568595509,0.20115499913862134,0.20382766797061544,0.1973665629819108,0.19630386502884517,0.20134690488000712
0.0009540954763499944,0.2016433055472775,0.20557197625324636,0.19620376559467162,0.1946188819274665,0.20196207067733804
0.0013894954943731374,0.2023110332075695,0.20810670579471438,0.19455478584737992,0.19216812056289345,0.2028593545874428
0.0020235896477251557,0.20319180025367145,0.21178020778258896,0.19224891312133274,0.18860815265454373,0.20417092618786306
0.0029470517025518097,0.20428234505751164,0.21707292868819772,0.18909656597421032,0.1834506473638034,0.20609751291627687
0.004291934260128779,0.20547444512895502,0.2246001683571493,0.18494649682222894,0.17601929688746237,0.2089595928042044
0.0062505519252739694,0.20642335325411948,0.23499856660743035,0.1798287425740561,0.1654297073232246,0.2133196302411695
0.009102981779915217,0.20635879424118014,0.2484413856035772,0.17422042373536442,0.15066835568407902,0.2203110407357991
0.013257113655901081,0.20400793378819518,0.2632734458520068,0.16928596157693274,0.1309275973590703,0.23250506142379498
0.019306977288832496,0.19805082584413952,0.2736382291373923,0.16632729827061604,0.10634244048214447,0.2556412062657077
0.02811768697974228,0.18785188491199376,0.2690615529800281,0.16451042096833618,0.07889727940131132,0.29967886173833064
0.040949150623804234,0.17259805393195182,0.24170755860024284,0.15928991487667435,0.05275899410356685,0.37364547848756413
0.05963623316594643,0.15094945639697196,0.1962376170064666,0.14628160874122648,0.03287113726662098,0.47366018058871406
0.08685113737513521,0.12480826821560509,0.1474645262358989,0.12687772384098275,0.021106770065070758,0.5797427116424424
0.12648552168552957,0.09914333483066103,0.10794114667734493,0.10740282636894426,0.01491175600087772,0.6706009361221721
0.18420699693267145,0.07744880486550319,0.08068081114060277,0.09245961229309445,0.011282497938254296,0.7381282737625453
0.2682695795279725,0.06031650814647662,0.06200035705403383,0.0813281080436832,0.008785725916226296,0.78756930083958
0.3906939937054613,0.047033777160610274,0.048195048200284696,0.07162337281875787,0.006862295999023221,0.826285505821324
0.5689866029018293,0.036984972554066714,0.037809884396082925,0.06257603401191514,0.0053582677265020615,0.8572708413114332
0.8286427728546842,0.02967275344885052,0.03024306633184902,0.054303482124445204,0.004223783794768461,0.8815569143000868
1.2067926406393288,0.02460595462032604,0.024983107454097247,0.04693719538312148,0.003403921322475509,0.9000698212199796
1.7575106248547894,0.02133740332102965,0.0215680532242699,0.04050920252229519,0.002841440867221652,0.9137439000651837
2.559547922699533,0.019473388142315844,0.01959520801841216,0.034985977908658594,0.0024860600610518324,0.9234593658695616
3.727593720314938,0.018629494631993565,0.018678530948281334,0.030302016942241747,0.002295467716707233,0.9300944897607762
5.428675439323859,0.01839249324987857,0.018404791838395225,0.02638008139573248,0.0022293986578009483,0.9345932348581928
7.9060432109076855,0.0183940920559348,0.018395536658789225,0.023135253792797662,0.002243140009681861,0.9378319774827965
11.513953993264458,0.01843842735855322,0.018438481612324347,0.020475615193501148,0.002294177698057859,0.9403532981375634
16.768329368110066,0.018477885927244943,0.018477886311585798,0.018313356652838873,0.0023587178291196824,0.9423721532792106
24.420530945486497,0.018509300928340675,0.01850930092834058,0.01657554206463715,0.0024315087333316564,0.9439743473453499
35.564803062231285,0.018533570725646237,0.01853357072564566,0.015206931689502866,0.0025138198511385343,0.9452121070080668
51.79474679231202,0.018551346958487574,0.018551346958489152,0.01417009929851055,0.0026085119016716297,0.9461186948828412
75.43120063354607,0.018563076004222415,0.01856307600422299,0.013438566160972056,0.0027184056151086065,0.946716876215474
109.85411419875572,0.018569686011013737,0.018569686011012502,0.012967441913767443,0.0028391995024171883,0.9470539865617891
159.98587196060572,0.018573011485963246,0.01857301148596155,0.012677899847016711,0.0029524913968796565,0.9472235857841789
232.99518105153672,0.018574723526080264,0.018574723526080982,0.01250407269840956,0.003035580419393624,0.9473108998300355
339.3221771895323,0.01857553929998845,0.018575539299986767,0.012417288001597566,0.0030791290987162135,0.9473525042997111
494.1713361323828,0.018575803435095357,0.018575803435094514,0.01238903243206285,0.0030933855077103253,0.947365975190037
719.6856730011514,0.018575848273945098,0.018575848273945598,0.01238423468827606,0.003095806792835391,0.947368261970998
1048.1131341546852,0.0185758513349586,0.018575851334958374,0.012383907159531752,0.003095972087713654,0.9473684180828377
1526.4179671752302,0.01857585139301139,0.018575851393011326,0.012383900947662278,0.0030959752226739096,0.9473684210436412
2222.996482526191,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
3237.45754281764,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
4714.8663634573895,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
6866.488450042998,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
10000.0,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
