alpha,X_{cj},X_{rj},Y_{cj},Y_{rj},T,U,V,W
1.77,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.78,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.79,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.8,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.81,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.82,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.83,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.84,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.85,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.86,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.87,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.88,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.89,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.9,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.91,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.92,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.93,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.94,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.95,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.96,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.97,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.98,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
1.99,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
2.0,0.0016052843248286447,0.0016104623986454882,0.9713569226338612,0.01592941204480725,0.003179544446608947,0.0031589839358047446,1.0563270587455925e-05,0.0031488269448563984
