alpha,X_{cj},X_{rj},Y_{cj},Y_{rj},T,V
0.69,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.7,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.71,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.72,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.73,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.74,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.75,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.76,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.77,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.78,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.79,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.8,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.81,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.82,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.83,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.84,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.85,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.86,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.87,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.88,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.89,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.9,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.91,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.92,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.93,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.94,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.95,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.96,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.97,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.98,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
0.99,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.0,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.01,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.02,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.03,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.04,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.05,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.06,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.07,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.08,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.09,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.1,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.11,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.12,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.13,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.14,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.15,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.16,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.17,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.18,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.19,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.2,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.21,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.22,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.23,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.24,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.25,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.26,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.27,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.28,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.29,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.3,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.31,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.32,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.33,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.34,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.35,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.36,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.37,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.38,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.39,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.4,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.41,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.42,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.43,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.44,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.45,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.46,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.47,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.48,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.49,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.5,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.51,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.52,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.53,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.54,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.55,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.56,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.57,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.58,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.59,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.6,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.61,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.62,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.63,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.64,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.65,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.66,1.0547118733938981e-15,2.498001805406601e-16,0.49999999999998973,0.500000000000009,0.0,0.0
1.67,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.68,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.69,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.7,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.71,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.72,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.73,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.74,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.75,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.76,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.77,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.78,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.79,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.8,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.81,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.82,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.83,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.84,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.85,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.86,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.87,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.88,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.89,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.9,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.91,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.92,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.93,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.94,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.95,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.96,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.97,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.98,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
1.99,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
2.0,0.0024007184121600527,0.0024125437374434757,0.9759098020949077,0.014451730027349096,0.004801318571069494,2.3887157069997434e-05
