alpha,X,Y_{cj},Y_{rj},Z,T,V
0.0,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.01,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.02,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.03,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.04,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.05,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.06,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.07,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.08,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.09,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.1,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.11,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.12,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.13,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.14,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.15,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.16,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.17,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.18,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.19,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.2,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.21,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.22,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.23,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.24,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.25,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.26,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.27,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.28,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.29,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
0.3,0.13579037590302412,0.18598280502356435,0.2584888491946308,0.29631443614546366,0.04946736867882949,0.07395616505448767
