s,XY,XZ,YX,YZ,ZX,ZY
0.0001,19799.970533765427,19795.748386514748,19799.970533765427,19804.211471311177,19795.748386514748,19804.211471311173
0.00014563484775012445,19799.937503737183,19793.794851291925,19799.937503737183,19806.120009289592,19793.79485129193,19806.120009289592
0.00021209508879201905,19799.867449276648,19790.934915442984,19799.86744927665,19808.884508757244,19790.934915442984,19808.884508757244
0.00030888435964774815,19799.718869937748,19786.738277487973,19799.718869937748,19812.878733372523,19786.738277487973,19812.878733372523
0.0004498432668969444,19799.403752743285,19780.5596787662,19799.40375274329,19818.628034757905,19780.5596787662,19818.6280347579
0.0006551285568595509,19798.73545991341,19771.420168380628,19798.735459913412,19826.857077928566,19771.420168380628,19826.857077928562
0.0009540954763499944,19797.31829218814,19757.811476526374,19797.318292188145,19838.534944506413,19757.811476526378,19838.534944506417
0.0013894954943731374,19794.313666598235,19737.36389846919,19794.313666598235,19854.888375688006,19737.36389846919,19854.88837568801
0.0020235896477251557,19787.94602566653,19706.265561047767,19787.94602566653,19877.307898351133,19706.265561047767,19877.30789835113
0.0029470517025518097,19774.463118494947,19658.221056749837,19774.46311849495,19906.9660417427,19658.221056749837,19906.966041742704
0.004291934260128779,19745.967518606118,19582.554530084028,19745.967518606118,19943.73011224235,19582.554530084024,19943.730112242345
0.0062505519252739694,19685.979864552413,19460.758836275367,19685.979864552417,19983.436497361643,19460.758836275367,19983.436497361643
0.009102981779915217,19560.73496821682,19260.416334519403,19560.734968216817,20011.541691897717,19260.416334519403,20011.541691897717
0.013257113655901081,19303.675761482056,18925.469999360805,19303.675761482056,19989.377263410184,18925.469999360805,19989.377263410184
0.019306977288832496,18793.965909940365,18364.373382430113,18793.965909940373,19827.9729005651,18364.373382430113,19827.9729005651
0.02811768697974228,17847.983810603062,17447.962999067786,17847.983810603077,19352.36024795243,17447.96299906779,19352.36024795243
0.040949150623804234,16283.5399956998,16049.871666717263,16283.539995699795,18302.603580429113,16049.871666717263,18302.603580429117
0.05963623316594643,14102.973678374578,14158.371107054567,14102.973678374574,16491.612698292058,14158.371107054565,16491.612698292058
0.08685113737513521,11611.937117815078,11973.378804406295,11611.937117815076,14094.892554343547,11973.378804406295,14094.892554343545
0.12648552168552957,9209.604720607625,9806.67015717908,9209.604720607624,11597.271460547523,9806.67015717908,11597.271460547523
0.18420699693267145,7126.410525306051,7875.212827012558,7126.4105253060525,9355.68783558327,7875.212827012557,9355.68783558327
0.2682695795279725,5423.04317797441,6252.066357007291,5423.043177974411,7474.122428614831,6252.066357007291,7474.122428614831
0.3906939937054613,4080.780102214254,4932.309928341361,4080.7801022142544,5943.51228958392,4932.309928341361,5943.512289583921
0.5689866029018293,1921.7834109153198,3883.128210600821,3053.8104535059074,3254.1142062979834,3342.360636806845,4723.374591789064
0.8286427728546842,1170.851309544888,3065.39703539399,2291.9990115021437,1239.9090561486178,2127.6696641957697,3767.3299746842054
1.2067926406393288,774.8186106973785,2442.3538054842243,1750.1476089248176,807.4397296357065,1588.3478975724374,3032.322375449938
1.7575106248547894,545.9341867103327,1982.3334307248483,1390.1157461089254,562.0318771184853,1234.785628282131,2481.466863286573
2.559547922699533,409.94623636625107,1657.789932751649,1177.7928746646407,421.9209224674831,982.7283715911442,2082.99822308614
3.727593720314938,335.0722121039961,1441.5302366689532,1076.3596985095414,345.7991749334516,794.6610944125334,1806.3680680444456
5.428675439323859,294.18319347127743,1303.3337409354062,1042.455618919432,294.5071029284266,654.2730308971529,1618.732170096597
7.9060432109076855,251.33600177980907,1213.490335804401,0.0,251.36753079983208,546.1656969435857,1488.358653572627
11.513953993264458,212.4387193920862,0.0,0.0,212.43967233706698,464.16527626861546,0.0
16.768329368110066,186.39477887564254,0.0,0.0,186.39478452662993,395.8403794020598,0.0
24.420530945486497,152.030509175768,0.0,0.0,152.03050917840025,346.1314356135519,0.0
35.564803062231285,152.03050917336634,0.0,0.0,152.0305091733664,302.8947717662022,0.0
51.79474679231202,101.010101010101,0.0,0.0,101.010101010101,277.0094167203197,0.0
75.43120063354607,101.010101010101,0.0,0.0,101.010101010101,254.9679136684695,0.0
109.85411419875572,101.010101010101,0.0,0.0,101.010101010101,234.39563063943686,0.0
159.98587196060572,101.010101010101,0.0,0.0,101.010101010101,212.55506262907335,0.0
232.99518105153672,101.010101010101,0.0,0.0,101.010101010101,186.40097204559254,0.0
339.3221771895323,101.010101010101,0.0,0.0,101.010101010101,186.3948548170342,0.0
494.1713361323828,101.010101010101,0.0,0.0,101.010101010101,152.03050933538006,0.0
719.6856730011514,101.010101010101,0.0,0.0,101.010101010101,152.0305091733842,0.0
1048.1131341546852,101.010101010101,0.0,0.0,101.010101010101,152.0305091733663,0.0
1526.4179671752302,101.010101010101,0.0,0.0,101.010101010101,101.010101010101,0.0
2222.996482526191,101.010101010101,0.0,0.0,101.010101010101,101.010101010101,0.0
3237.45754281764,101.010101010101,0.0,0.0,101.010101010101,101.010101010101,0.0
4714.8663634573895,101.010101010101,0.0,0.0,101.010101010101,101.010101010101,0.0
6866.488450042998,101.010101010101,0.0,0.0,101.010101010101,101.010101010101,0.0
10000.0,101.010101010101,0.0,0.0,101.010101010101,101.010101010101,0.0
