alpha,X,Y_{cj},Y_{rj},Z,U,W
0.0,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.01,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.02,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.03,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.04,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.05,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.06,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.07,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.08,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.09,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.1,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.11,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.12,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.13,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.14,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.15,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.16,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.17,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.18,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.19,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.2,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.21,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.22,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.23,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.24,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.25,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.26,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.27,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.28,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.29,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.3,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.31,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.32,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.33,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.34,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.35,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.36,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.37,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.38,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.39,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.4,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.41,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
0.42,0.007159904534606668,0.007159904534606917,0.00715990453460635,0.009546539379476011,0.484486873508352,0.484486873508352
