alpha,X_{cj},X_{rj},Y_{cj},Y_{rj},T,U,V,W
1.2,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.21,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.22,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.23,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.24,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.25,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.26,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.27,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.28,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.29,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.3,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.31,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.32,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.33,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.34,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.35,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.36,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.37,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.38,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.39,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.4,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.41,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.42,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.43,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.44,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.45,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.46,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.47,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.48,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.49,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.5,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.51,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.52,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.53,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.54,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.55,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.56,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.57,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.58,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.59,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.6,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.61,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.62,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.63,6.694889978234776e-16,1.3947687454655784e-15,0.499999999999984,0.5000000000000117,0.0,1.1049183655485128e-15,0.0,1.1049183655485128e-15
1.64,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.65,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.66,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.67,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.68,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.69,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.7,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.71,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.72,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.73,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.74,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.75,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.76,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
1.77,4.669321278259648e-16,3.3352294844711775e-16,1.4544935781778808e-13,1.667614742235589e-15,0.49999999999990147,1.1894783278602286e-16,0.4999999999999503,1.1816613837559994e-16
