M,X,Y,Z
5,0.33333333333333354,0.33333333333333326,0.33333333333333326
10,0.2500000000000002,0.24999999999999986,0.49999999999999994
15,0.2500000000000002,0.24999999999999986,0.49999999999999994
20,0.2500000000000002,0.24999999999999986,0.49999999999999994
25,0.2500000000000002,0.24999999999999986,0.49999999999999994
30,0.2500000000000002,0.24999999999999986,0.49999999999999994
35,0.2500000000000002,0.24999999999999986,0.49999999999999994
40,0.2500000000000002,0.24999999999999986,0.49999999999999994
45,0.2500000000000002,0.24999999999999986,0.49999999999999994
50,0.2500000000000002,0.24999999999999986,0.49999999999999994
55,0.2500000000000002,0.24999999999999986,0.49999999999999994
60,0.2500000000000002,0.24999999999999986,0.49999999999999994
65,0.2500000000000002,0.24999999999999986,0.49999999999999994
70,0.2500000000000002,0.24999999999999986,0.49999999999999994
75,0.2500000000000002,0.24999999999999986,0.49999999999999994
80,0.2500000000000002,0.24999999999999986,0.49999999999999994
85,0.2500000000000002,0.24999999999999986,0.49999999999999994
90,0.2500000000000002,0.24999999999999986,0.49999999999999994
95,0.2500000000000002,0.24999999999999986,0.49999999999999994
100,0.2500000000000002,0.24999999999999986,0.49999999999999994
105,0.2500000000000002,0.24999999999999986,0.49999999999999994
110,0.2500000000000002,0.24999999999999986,0.49999999999999994
115,0.2500000000000002,0.24999999999999986,0.49999999999999994
120,0.2500000000000002,0.24999999999999986,0.49999999999999994
125,0.2500000000000002,0.24999999999999986,0.49999999999999994
130,0.2500000000000002,0.24999999999999986,0.49999999999999994
135,0.2500000000000002,0.24999999999999986,0.49999999999999994
140,0.2500000000000002,0.24999999999999986,0.49999999999999994
145,0.2500000000000002,0.24999999999999986,0.49999999999999994
150,0.2500000000000002,0.24999999999999986,0.49999999999999994
155,0.2500000000000002,0.24999999999999986,0.49999999999999994
160,0.2500000000000002,0.24999999999999986,0.49999999999999994
165,0.2500000000000002,0.24999999999999986,0.49999999999999994
170,0.2500000000000002,0.24999999999999986,0.49999999999999994
175,0.2500000000000002,0.24999999999999986,0.49999999999999994
180,0.2500000000000002,0.24999999999999986,0.49999999999999994
185,0.2500000000000002,0.24999999999999986,0.49999999999999994
190,0.2500000000000002,0.24999999999999986,0.49999999999999994
195,0.2500000000000002,0.24999999999999986,0.49999999999999994
200,0.2500000000000002,0.24999999999999986,0.49999999999999994
205,0.2500000000000002,0.24999999999999986,0.49999999999999994
210,0.2500000000000002,0.24999999999999986,0.49999999999999994
215,0.2500000000000002,0.24999999999999986,0.49999999999999994
220,0.2500000000000002,0.24999999999999986,0.49999999999999994
225,0.2500000000000002,0.24999999999999986,0.49999999999999994
230,0.2500000000000002,0.24999999999999986,0.49999999999999994
235,0.2500000000000002,0.24999999999999986,0.49999999999999994
240,0.2500000000000002,0.24999999999999986,0.49999999999999994
245,0.2500000000000002,0.24999999999999986,0.49999999999999994
250,0.2500000000000002,0.24999999999999986,0.49999999999999994
255,0.2500000000000002,0.24999999999999986,0.49999999999999994
260,0.2500000000000002,0.24999999999999986,0.49999999999999994
265,0.2500000000000002,0.24999999999999986,0.49999999999999994
270,0.2500000000000002,0.24999999999999986,0.49999999999999994
275,0.2500000000000002,0.24999999999999986,0.49999999999999994
280,0.2500000000000002,0.24999999999999986,0.49999999999999994
285,0.2500000000000002,0.24999999999999986,0.49999999999999994
290,0.2500000000000002,0.24999999999999986,0.49999999999999994
295,0.2500000000000002,0.24999999999999986,0.49999999999999994
300,0.2500000000000002,0.24999999999999986,0.49999999999999994
305,0.2500000000000002,0.24999999999999986,0.49999999999999994
310,0.2500000000000002,0.24999999999999986,0.49999999999999994
315,0.2500000000000002,0.24999999999999986,0.49999999999999994
320,0.2500000000000002,0.24999999999999986,0.49999999999999994
325,0.2500000000000002,0.24999999999999986,0.49999999999999994
330,0.2500000000000002,0.24999999999999986,0.49999999999999994
335,0.2500000000000002,0.24999999999999986,0.49999999999999994
340,0.2500000000000002,0.24999999999999986,0.49999999999999994
345,0.2500000000000002,0.24999999999999986,0.49999999999999994
350,0.2500000000000002,0.24999999999999986,0.49999999999999994
355,0.2500000000000002,0.24999999999999986,0.49999999999999994
360,0.2500000000000002,0.24999999999999986,0.49999999999999994
365,0.2500000000000002,0.24999999999999986,0.49999999999999994
370,0.2500000000000002,0.24999999999999986,0.49999999999999994
375,0.2500000000000002,0.24999999999999986,0.49999999999999994
380,0.2500000000000002,0.24999999999999986,0.49999999999999994
385,0.2500000000000002,0.24999999999999986,0.49999999999999994
390,0.2500000000000002,0.24999999999999986,0.49999999999999994
395,0.2500000000000002,0.24999999999999986,0.49999999999999994
400,0.2500000000000002,0.24999999999999986,0.49999999999999994
405,0.2500000000000002,0.24999999999999986,0.49999999999999994
410,0.2500000000000002,0.24999999999999986,0.49999999999999994
415,0.2500000000000002,0.24999999999999986,0.49999999999999994
420,0.2500000000000002,0.24999999999999986,0.49999999999999994
425,0.2500000000000002,0.24999999999999986,0.49999999999999994
430,0.2500000000000002,0.24999999999999986,0.49999999999999994
435,0.2500000000000002,0.24999999999999986,0.49999999999999994
440,0.2500000000000002,0.24999999999999986,0.49999999999999994
445,0.2500000000000002,0.24999999999999986,0.49999999999999994
450,0.2500000000000002,0.24999999999999986,0.49999999999999994
455,0.2500000000000002,0.24999999999999986,0.49999999999999994
460,0.2500000000000002,0.24999999999999986,0.49999999999999994
465,0.2500000000000002,0.24999999999999986,0.49999999999999994
470,0.2500000000000002,0.24999999999999986,0.49999999999999994
475,0.2500000000000002,0.24999999999999986,0.49999999999999994
480,0.2500000000000002,0.24999999999999986,0.49999999999999994
485,0.2500000000000002,0.24999999999999986,0.49999999999999994
