s,X,Y,Z,V
0.0001,0.3329663903643996,0.3348177150145146,0,0.3322158946210856
0.00012045035402587823,0.3328904604196999,0.3351220809283339,0,0.33198745865196616
0.000145082877849594,0.3327986020355169,0.3354890528184956,0,0.33171234514598735
0.0001747528400007683,0.3326873773933854,0.33593159655207583,0,0.3313810260545387
0.00021049041445120198,0.3325525644282957,0.33646540253408874,0,0.33098203303761553
0.00025353644939701115,0.3323889599440918,0.3371094754837977,0,0.3305015645721105
0.0003053855508833416,0.3321901260960846,0.3378868592850127,0,0.32992301461890267
0.0003678379771828634,0.3319480613566431,0.33882553086730083,0,0.32922640777605616
0.0004430621457583882,0.33165276999387916,0.33995950672382685,0,0.32838772328229393
0.0005336699231206312,0.33129169417251436,0.34133021838529665,0,0.32737808744218905
0.0006428073117284319,0.33084895888691007,0.34298822995705047,0,0.32616281115603935
0.000774263682681127,0.3303043604935414,0.3449953929790105,0,0.3247002465274481
0.0009326033468832199,0.3296320025364311,0.34742756294989197,0,0.32294043451367704
0.0011233240329780276,0.3287984451654623,0.3503780396004232,0,0.32082351523411434
0.0013530477745798076,0.32776018354572517,0.35396194089886734,0,0.31827787555540743
0.0016297508346206436,0.3264602030254593,0.35832177908446583,0,0.31521801789007475
0.0019630406500402726,0.32482327267774214,0.3636345724347938,0,0.3115421548874641
0.002364489412645407,0.3227495373597242,0.3701208870579264,0,0.30712957558234943
0.002848035868435802,0.3201058679637484,0.3780562277415584,0,0.30183790429469326
0.003430469286314919,0.3167143767855379,0.387785114716424,0,0.29550050849803816
0.0041320124001153384,0.31233761179012853,0.3997378429695931,0,0.28792454524027833
0.004977023564332114,0.3066604521738673,0.4144490199804965,0,0.2788905278456362
0.005994842503189409,0.2992701189447682,0.43257495064415363,0,0.26815493041107824
0.007220809018385471,0.28963884868921724,0.45490282647337504,0,0.2554583248374076
0.008697490026177835,0.2771199485867341,0.48233713598088607,0,0.2405429154323798
0.010476157527896652,0.2609783970216319,0.5158366752123844,0,0.22318492776598364
0.012618568830660211,0.24049090652092683,0.5562607730734341,0,0.20324832040563903
0.015199110829529346,0.21515862785969864,0.6040767572222784,0,0.18076461491802284
0.018307382802953697,0.18505335836068984,0.6589112353444697,0,0.1560354062948404
0.022051307399030457,0.15122594876687667,0.7190387876206359,0,0.1297352636124875
0.026560877829466867,0.11593861539484096,0.7810959157245111,0,0.10296546888064796
0.03199267137797385,0.08237466000486131,0.8404342756112123,0,0.07719106438392637
0.03853528593710531,0.053696093488629866,0.8922891478379378,0,0.054014758673432244
0.04641588833612782,0.03188732023991542,0.9332981263857353,0,0.034814553374349286
0.055908101825122285,0.01716849911529241,0.9624635468517325,0,0.02036795403297487
0.06734150657750829,0.00833475304349097,0.9810237105961285,0,0.010641536360380599
