s,X,Y,Z
0.0001,0.33307680875995077,0.33358790744143774,0.3333352837986115
0.00012045035402587823,0.3330241115771779,0.33363972531636316,0.333336163106459
0.000145082877849594,0.3329605317500227,0.3337020294383007,0.33333743881167655
0.0001747528400007683,0.33288379672571194,0.333776913674694,0.3333392895995941
0.00021049041445120198,0.33279114855406333,0.33386687675820764,0.3333419746877291
0.00025353644939701115,0.33267923572044966,0.33397489417439596,0.3333458701051544
0.0003053855508833416,0.33254397915392325,0.334104499548099,0.3333515212979777
0.0003678379771828634,0.33238040569480004,0.3342598749166882,0.3333597193885118
0.0004430621457583882,0.33218244046336365,0.33444594785366544,0.33337161168297097
0.0005336699231206312,0.3319426472805988,0.3346684909962287,0.33338886172317245
0.0006428073117284319,0.33165190353147295,0.3349342155548972,0.3334138809136299
0.000774263682681127,0.3312989927210595,0.33525084392550764,0.33345016335343286
0.0009326033468832199,0.3308700947955908,0.33562713614470796,0.33350276905970117
0.0011233240329780276,0.33034815192019057,0.3360728284059634,0.333579019673846
0.0013530477745798076,0.3297120876490923,0.3365984157758883,0.3336894965750195
0.0016297508346206436,0.32893586393177676,0.3372146705594475,0.3338494655087757
0.0019630406500402726,0.3279873800549622,0.3379317252781688,0.33408089466686897
0.002364489412645407,0.32682726277877233,0.33875745565816395,0.3344152815630637
0.002848035868435802,0.3254076884545714,0.3396947646283618,0.3348975469170669
0.003430469286314919,0.32367154814481053,0.3407371890382715,0.335591262816918
0.0041320124001153384,0.3215525585774073,0.34186204487650257,0.33658539654609027
0.004977023564332114,0.31897737310551566,0.3430201727949709,0.3380024540995134
0.005994842503189409,0.31587133638345327,0.34412145615874645,0.34000720745780033
0.007220809018385471,0.3121700389337287,0.3450161149660926,0.34281384610017884
0.008697490026177835,0.3078386072426727,0.3454741070466344,0.34668728571069285
0.010476157527896652,0.30289836392459424,0.3451696618720354,0.3519319742033703
0.012618568830660211,0.29745437161853355,0.34368489364428045,0.35886073473718605
0.015199110829529346,0.2917073665152205,0.3405520561595132,0.3677405773252664
0.018307382802953697,0.2859257083854829,0.33534940166648497,0.37872488994803194
0.022051307399030457,0.28036159768076246,0.327840916120233,0.3917974861990047
0.026560877829466867,0.2751322481483696,0.3181099867247406,0.4067577651268897
0.03199267137797385,0.2701331380595392,0.3066117979154615,0.4232550640249993
0.03853528593710531,0.265056210759736,0.29409253054249995,0.440851258697764
0.04641588833612782,0.25952199213091187,0.2813889156394084,0.45908909222967975
0.055908101825122285,0.2532484856443642,0.2691866047356884,0.4775649096199473
0.06734150657750829,0.2461542029471662,0.2578453297839371,0.4960004672688967
0.08111308307896872,0.23834973270375073,0.24737447771788623,0.514275789578363
0.09770099572992257,0.23005216745107776,0.23756020453062043,0.5323876280183018
0.1176811952434999,0.22149203869221293,0.22815101711808944,0.5503569441896976
0.14174741629268062,0.21286124480716154,0.21898638936077963,0.5681523658320587
0.1707352647470692,0.20430655978887294,0.21002325712513428,0.5856701830859928
0.20565123083486536,0.19594518272756292,0.20129892503766683,0.6027558922347703
0.24770763559917114,0.18788010840090494,0.19288793982672028,0.6192319517723747
0.298364724028334,0.18020825577787253,0.1848776654015875,0.6349140788205399
0.3593813663804629,0.1730236684568969,0.17735893025079008,0.6496174012923129
0.43287612810830617,0.16641885973290685,0.17042318386779684,0.6631579563992963
0.521400828799969,0.16048566942676598,0.16416184430445654,0.6753524862687773
0.6280291441834259,0.15531598649826517,0.1586664084405972,0.6860176050611377
0.7564633275546291,0.15100229120919825,0.154028760123733,0.6949689486670688
0.9111627561154896,0.1476377141340299,0.15034121271114606,0.702021073154824
1.0974987654930568,0.14531502011292208,0.1476956677133509,0.706989312173727
1.3219411484660315,0.14412357221870323,0.14618098493172224,0.7096954428495746
1.592282793341094,0.14414298299380499,0.14587733645880469,0.7099796805473904
1.9179102616724888,0.14543205964896272,0.1468461744621566,0.7077217658888807
2.310129700083163,0.14801231664783215,0.14911493786955257,0.7028727454826152
2.782559402207126,0.1518475254308614,0.15265745756827537,0.6954950170008632
3.351602650938848,0.1568249356383618,0.15737471595295333,0.6858003484086849
4.037017258596558,0.1627485927012994,0.16308529806975136,0.6741661092289493
4.862601580065354,0.16935600545176152,0.16953677318303992,0.6611072213651985
5.857020818056673,0.1763604854177061,0.17644274112038058,0.6471967734619134
7.054802310718645,0.183504037503423,0.18353455403373847,0.6329614084628385
8.497534359086455,0.19059423989166616,0.19060306722464307,0.6188026928836907
10.235310218990268,0.19750845062885383,0.19751034053171299,0.6049812088394332
12.328467394420684,0.20417291104565563,0.20417319263084108,0.5916538963235033
14.849682622544666,0.21053773175342247,0.21053775887678905,0.5789245093697885
17.886495290574352,0.216561226356369,0.21656122790231344,0.5668775457413174
21.544346900318867,0.22220358097252998,0.22220358101940002,0.55559283800807
25.950242113997373,0.22742473101406988,0.2274247310147351,0.5451505379711952
31.257158496882415,0.23218309637804482,0.23218309637804874,0.5356338072439065
37.649358067924716,0.23643425166648452,0.2364342516664844,0.5271314966670311
45.34878508128591,0.2401302553644009,0.2401302553644008,0.5197394892711983
54.62277217684348,0.24322260340916488,0.24322260340916457,0.5135547931816705
65.79332246575683,0.2456737221206374,0.24567372212063746,0.5086525557587251
79.24828983539186,0.24747837940098635,0.2474783794009867,0.505043241198027
95.45484566618347,0.2486852652823983,0.24868526528239815,0.5026294694352036
114.9756995397738,0.2494010687761699,0.24940106877616988,0.5011978624476602
138.48863713938746,0.24976805285982812,0.2497680528598282,0.5004638942803437
166.81005372000593,0.24992609150842948,0.24992609150842968,0.5001478169831408
200.923300256505,0.24998137072462798,0.24998137072462803,0.500037258550744
242.01282647943833,0.2499964582829438,0.24999645828294337,0.5000070834341128
291.5053062825182,0.2499995205291865,0.2499995205291863,0.5000009589416272
351.11917342151344,0.249999956877553,0.24999995687755322,0.5000000862448939
422.9242874389508,0.2499999976301491,0.24999999763014907,0.5000000047397019
509.4138014816386,0.24999999992804434,0.24999999992804392,0.5000000001439118
613.5907273413176,0.2499999999989307,0.2499999999989307,0.5000000000021386
739.072203352579,0.24999999999999306,0.2499999999999933,0.5000000000000137
890.2150854450392,0.2500000000000002,0.24999999999999986,0.49999999999999994
1072.2672220103254,0.2500000000000002,0.24999999999999986,0.49999999999999994
1291.5496650148852,0.2500000000000002,0.24999999999999986,0.49999999999999994
1555.6761439304755,0.2500000000000002,0.24999999999999986,0.49999999999999994
1873.8174228603868,0.2500000000000002,0.24999999999999986,0.49999999999999994
2257.0197196339213,0.2500000000000002,0.24999999999999986,0.49999999999999994
2718.5882427329457,0.2500000000000002,0.24999999999999986,0.49999999999999994
3274.5491628777318,0.2500000000000002,0.24999999999999986,0.49999999999999994
3944.206059437664,0.2500000000000002,0.24999999999999986,0.49999999999999994
4750.810162102803,0.2500000000000002,0.24999999999999986,0.49999999999999994
5722.3676593502205,0.2500000000000002,0.24999999999999986,0.49999999999999994
6892.61210434971,0.2500000000000002,0.24999999999999986,0.49999999999999994
8302.175681319752,0.2500000000000002,0.24999999999999986,0.49999999999999994
10000.0,0.2500000000000002,0.24999999999999986,0.49999999999999994
