s,X,Y,Z,V
0.0001,0.3314169427133056,0.33481469369794875,0,0.33376836358874556
0.00012045035402587823,0.33102565198428935,0.3351176967362686,0,0.3338566512794422
0.000145082877849594,0.3305546208918505,0.33548269075454895,0,0.33396268835360055
0.0001747528400007683,0.32998766950596176,0.3359223639438838,0,0.3340899665501543
0.00021049041445120198,0.3293053671824514,0.3364520035482479,0,0.3342426292693008
0.00025353644939701115,0.3284843945588234,0.3370900288564485,0,0.3344255765847281
0.0003053855508833416,0.32749678756531303,0.3378586335236329,0,0.33464457891105404
0.0003678379771828634,0.3263090452572042,0.3387845594811219,0,0.33490639526167404
0.0004430621457583882,0.3248810824467752,0.33990002901664373,0,0.335218888536581
0.0005336699231206312,0.3231650085740445,0.3412438665756922,0,0.3355911248502632
0.0006428073117284319,0.32110371702668367,0.3428628473763648,0,0.3360334355969515
0.000774263682681127,0.3186292758416582,0.34481331579125024,0,0.3365574083670916
0.0009326033468832199,0.31566112399035096,0.34716312204587263,0,0.3371757539637765
0.0011233240329780276,0.3121041013415275,0.34999392991388684,0,0.33790196874458567
0.0013530477745798076,0.30784638123019464,0.35340394847894224,0,0.33874967029086306
0.0016297508346206436,0.3027574419888466,0.3575111335346274,0,0.33973142447652604
0.0019630406500402726,0.29668632223707825,0.3624568815270551,0,0.34085679623586657
0.002364489412645407,0.28946057498646033,0.36841018870649794,0,0.3421292363070417
0.002848035868435802,0.2808865960409349,0.375572149971019,0,0.34354125398804614
0.003430469286314919,0.27075238743652325,0.3841804937478895,0,0.3450671188155874
0.0041320124001153384,0.25883435972213203,0.39451354417491336,0,0.3466520961029546
0.004977023564332114,0.24491048452801548,0.4068925083091373,0,0.3481970071628472
0.005994842503189409,0.22878290309238716,0.42168024154196027,0,0.34953685536565254
0.007220809018385471,0.2103136945367889,0.43927363087712257,0,0.35041267458608866
0.008697490026177835,0.18947721716594368,0.4600855903988303,0,0.350437192435226
0.010476157527896652,0.16642989725406354,0.48451188778819637,0,0.3490582149577401
0.012618568830660211,0.14159145113317764,0.5128787615080519,0,0.3455297873587706
0.015199110829529346,0.11571823007772951,0.5453714258710195,0,0.3389103440512511
0.018307382802953697,0.08993047808871674,0.5819528647130214,0,0.32811665719826183
0.022051307399030457,0.06563981325087469,0.6222955734641316,0,0.31206461328499374
0.026560877829466867,0.04433243300400146,0.6657574067641635,0,0.2899101602318349
0.03199267137797385,0.027221607127260038,0.7114197713537541,0,0.2613586215189858
0.03853528593710531,0.014884188190068983,0.7581623733888938,0,0.22695343842103716
0.04641588833612782,0.007071345530265036,0.8047004769459633,0,0.18822817752377172
0.055908101825122285,0.0028350384585760055,0.84952755218186,0,0.1476374093595639
0.06734150657750829,0.0009261896945261029,0.8908318014309355,0,0.10824200887453837
0.08111308307896872,0.00023645213346845255,0.9266007562921666,0,0.07316279157436494
0.09770099572992257,4.488290921076653e-05,0.9550853603460535,0,0.04486975674473576
0.1176811952434999,5.972703285197346e-06,0.9754735879613708,0,0.024520439335344018
0.14174741629268062,5.197079912018412e-07,0.9883028418115057,0,0.01169663848050312
0.1707352647470692,2.720792097227376e-08,0.9952459844818233,0,0.004753988310255753
0.20565123083486536,7.751033181089179e-10,0.9984011550338047,0,0.0015988441910921097
0.24770763559917114,1.0638208451689721e-11,0.9995708340807524,0,0.00042916590860924634
0.298364724028334,5.811179338516359e-14,0.9999120630277579,0,8.793697218391949e-05
