s,X,Y,Z,W
0.0001,0.33219808021390096,0.33560383957220175,0,0.3321980802138972
0.00012045035402587823,0.3319654459277134,0.33606910814457286,0,0.33196544592771376
0.000145082877849594,0.3316850258359497,0.33662994832809284,0,0.3316850258359573
0.0001747528400007683,0.33134695313240076,0.3373060937351997,0,0.33134695313239954
0.00021049041445120198,0.33093930124755316,0.33812139750490217,0,0.33093930124754467
0.00025353644939701115,0.3304476441628179,0.33910471167435835,0,0.33044764416282374
0.0003053855508833416,0.3298545188404246,0.34029096231913647,0,0.329854518840439
0.0003678379771828634,0.3291387664322749,0.3417224671354665,0,0.32913876643225864
0.0004430621457583882,0.3282747228760413,0.34345055424790616,0,0.32827472287605247
0.0005336699231206312,0.3272312217851599,0.3455375564296909,0,0.3272312217851491
0.0006428073117284319,0.3259703628056217,0.3480592743887561,0,0.3259703628056223
0.000774263682681127,0.3244459864846957,0.3511080270305992,0,0.3244459864847052
0.0009326033468832199,0.3226017819579502,0.354796436084108,0,0.32260178195794176
0.0011233240329780276,0.3203689366903269,0.35926212661935647,0,0.3203689366903167
0.0013530477745798076,0.3176632195271825,0.36467356094562464,0,0.3176632195271929
0.0016297508346206436,0.3143813733827468,0.37123725323449613,0,0.314381373382757
0.0019630406500402726,0.31039669121572344,0.37920661756854834,0,0.3103966912157281
0.002364489412645407,0.305553678177661,0.38889264364468157,0,0.3055536781776575
0.002848035868435802,0.29966180386170815,0.4006763922765832,0,0.2996618038617086
0.003430469286314919,0.29248859911087416,0.41502280177824014,0,0.29248859911088576
0.0041320124001153384,0.2837528968116202,0.432494206376745,0,0.28375289681163474
0.004977023564332114,0.2731201110611603,0.45375977787767235,0,0.2731201110611674
0.005994842503189409,0.26020350467756126,0.47959299064487626,0,0.26020350467756254
0.007220809018385471,0.24457895694651835,0.5108420861069697,0,0.244578956946512
0.008697490026177835,0.22582619610639015,0.5483476077872218,0,0.22582619610638804
0.010476157527896652,0.20361593245621443,0.592768135087591,0,0.20361593245619475
0.012618568830660211,0.17786492878181218,0.644270142436352,0,0.17786492878183602
0.015199110829529346,0.14896634310660345,0.7020673137867928,0,0.1489663431066038
0.018307382802953697,0.11804784269154239,0.7639043146169203,0,0.11804784269153723
0.022051307399030457,0.08710452951989826,0.8257909409602144,0,0.08710452951988723
0.026560877829466867,0.05876342017462264,0.8824731596507467,0,0.058763420174630564
0.03199267137797385,0.0355437038201197,0.9289125923597618,0,0.03554370382011861
0.03853528593710531,0.018890223784817514,0.962219552430373,0,0.018890223784809645
0.04641588833612782,0.008635775208939156,0.9827284495821345,0,0.00863577520892639
0.055908101825122285,0.0033150681925513156,0.993369863614884,0,0.0033150681925647567
0.06734150657750829,0.001037533446243624,0.9979249331075127,0,0.0010375334462437197
0.08111308307896872,0.00025505215336850986,0.999489895693251,0,0.0002550521533804984
0.09770099572992257,4.698919388856603e-05,0.9999060216122294,0,4.698919388200302e-05
0.1176811952434999,6.122800469399163e-06,0.9999877543990628,0,6.122800467786615e-06
0.14174741629268062,5.258584981692432e-07,0.9999989482830046,0,5.258584971652189e-07
0.1707352647470692,2.7337886523367755e-08,0.9999999453242133,0,2.733790030568471e-08
0.20565123083486536,7.763442057621338e-10,0.9999999984473058,0,7.763500819897037e-10
0.24770763559917114,1.0638142362268806e-11,0.9999999999787217,0,1.0640094670454879e-11
0.298364724028334,6.474170159635053e-14,0.9999999999998745,0,6.052528824300354e-14
0.3593813663804629,1.3566322223820076e-15,0.9999999999999982,0,5.261937480194919e-16
0.43287612810830617,5.573194253203538e-16,0.9999999999999976,0,1.6794223754073162e-15
0.521400828799969,1.1125144041404424e-15,0.9999999999999982,0,6.357225166516814e-16
0.6280291441834259,1.1901147321429665e-15,0.9999999999999989,0,6.818365652902413e-17
