s,X,Y,Z,V
10.235310218990268,0.23549465987207904,0.2354969132542989,0.43568098077424056,0.09332744609938146
12.328467394420684,0.24160389153732986,0.2416042247454733,0.4201651515120004,0.0966267322051964
14.849682622544666,0.24734495270113305,0.24734498456633738,0.4053906853714947,0.0999193773610349
17.886495290574352,0.25270543315971905,0.2527054349636829,0.39141260895415025,0.10317652292244771
21.544346900318867,0.25767212191475825,0.25767212196911055,0.3782679321113873,0.10638782400474384
25.950242113997373,0.26223173619999146,0.262231736200758,0.3659860749929475,0.1095504526063031
31.257158496882415,0.26637119160320416,0.26637119160320843,0.3545932069901413,0.11266440980344611
37.649358067924716,0.27007705181146263,0.27007705181146247,0.3441144929193879,0.11573140345768698
45.34878508128591,0.27333512605440213,0.27333512605440174,0.33457519094737803,0.11875455694381806
54.62277217684348,0.2761320537982809,0.27613205379828093,0.3259988161906107,0.12173707621282744
65.79332246575683,0.27846139539711773,0.27846139539711745,0.31839921583690406,0.12467799336886073
79.24828983539186,0.280334450738972,0.2803344507389725,0.31176683719872234,0.12756426132333315
95.45484566618347,0.28178999712367525,0.2817899971236743,0.30605777932689376,0.1303622264257566
114.9756995397738,0.2828937191951635,0.2828937191951629,0.30119795911759467,0.13301460249207897
138.48863713938746,0.2837239938583589,0.28372399385835934,0.2971052461697049,0.13544676611357698
166.81005372000593,0.2843516516634165,0.2843516516634167,0.2937164762119884,0.1375802204611784
200.923300256505,0.28482626582983916,0.2848262658298389,0.29099903944253236,0.13934842889778945
242.01282647943833,0.2851760561313051,0.28517605613130514,0.288935476706498,0.14071241103089174
291.5053062825182,0.2854182212267657,0.285418221226766,0.2874895698986562,0.1416739876478121
351.11917342151344,0.28557013126789166,0.28557013126789127,0.2865791135287268,0.1422806239354902
422.9242874389508,0.28565379116303663,0.28565379116303624,0.2860772475980974,0.14261517007582977
509.4138014816386,0.28569305937741574,0.2856930593774158,0.2858416435709611,0.14277223767420733
613.5907273413176,0.2857082787949212,0.2857082787949213,0.2857503272280285,0.142833115182129
739.072203352579,0.2857129730545666,0.285712973054567,0.2857221616725841,0.1428518922182823
890.2150854450392,0.285714075567432,0.28571407556743156,0.28571554659540904,0.14285630226972743
1072.2672220103254,0.28571426258454535,0.2857142625845454,0.285714424492729,0.14285705033818039
1291.5496650148852,0.2857142840931112,0.2857142840931114,0.28571429544133237,0.14285713637244515
1555.6761439304755,0.2857142856483044,0.28571428564830426,0.28571428611017413,0.1428571425932173
1873.8174228603868,0.28571428571289037,0.2857142857128906,0.2857142857226573,0.14285714285156179
2257.0197196339213,0.2857142857142722,0.28571428571427204,0.2857142857143665,0.1428571428570892
2718.5882427329457,0.28571428571428553,0.28571428571428564,0.2857142857142861,0.14285714285714263
3274.5491628777318,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
3944.206059437664,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
4750.810162102803,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
5722.3676593502205,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
6892.61210434971,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
8302.175681319752,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
10000.0,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
