s,X,Y,Z
0.0001,0.3332064400466865,0.3334594632154045,0.333334096737909
0.00012045035402587823,0.33318039639943386,0.33348516270034373,0.3333344409002226
0.000145082877849594,0.33314898472190474,0.3335160750599881,0.3333349402181071
0.0001747528400007683,0.33311108840483494,0.33355324695797844,0.33333566463718667
0.00021049041445120198,0.3330653540845652,0.3335979302821545,0.3333367156332802
0.00025353644939701115,0.3330101395007346,0.33365162007577254,0.33333824042349297
0.0003053855508833416,0.3329434490592421,0.33371609836071237,0.33334045258004547
0.0003678379771828634,0.3328628538871352,0.33379348418391575,0.3333436619289491
0.0004430621457583882,0.33276539222156565,0.3338862898683996,0.33334831791003483
0.0005336699231206312,0.33264744472906665,0.33399748282341285,0.3333550724475205
0.0006428073117284319,0.332504577710998,0.33413055120353796,0.333364871085464
0.000774263682681127,0.33233134500086237,0.3342895699551721,0.33337908504396546
0.0009326033468832199,0.33212103657163283,0.33447926096724995,0.3333997024611173
0.0011233240329780276,0.3318653583209499,0.3347050365601999,0.3334296051188503
0.0013530477745798076,0.33155402311943455,0.3349730084970331,0.3334729683835323
0.0016297508346206436,0.3311742280832234,0.3352899337016903,0.3335358382150863
0.0019630406500402726,0.33070998763581555,0.3356630508427372,0.3336269615214472
0.002364489412645407,0.330141287536187,0.3360997358140482,0.3337589766497649
0.002848035868435802,0.32944302454815444,0.33660686455081595,0.3339501109010297
0.003430469286314919,0.32858370571714984,0.33718971274028897,0.334226581542561
0.0041320124001153384,0.3275239116184096,0.3378501370892809,0.33462595129230954
0.004977023564332114,0.3262145997919903,0.3385836667504719,0.3352017334575377
0.005994842503189409,0.3245954717212312,0.33937499014396555,0.3360295381348032
0.007220809018385471,0.32259389887224893,0.3401911828824533,0.33721491824529776
0.008697490026177835,0.3201253566790822,0.34097198472863727,0.3389026585922805
0.010476157527896652,0.31709696627604156,0.34161673494260564,0.3412862987813528
0.012618568830660211,0.31341643752662574,0.3419686931629231,0.34461486931045127
0.015199110829529346,0.30900885328203515,0.34180015831730776,0.3491909884006572
0.018307382802953697,0.30384200619368756,0.3408067144939299,0.35535127931238253
0.022051307399030457,0.2979555979275153,0.33862523772299846,0.36341916434948607
0.026560877829466867,0.29148042995271023,0.3348928964889922,0.37362667355829754
0.03199267137797385,0.2846266913837663,0.3293526690171802,0.3860206395990536
0.03853528593710531,0.27762849125952777,0.32197697985271834,0.4003945288877539
0.04641588833612782,0.2706617617047681,0.3130401674142854,0.41629807088094645
0.055908101825122285,0.2637847982870646,0.3030683416854849,0.4331468600274505
0.06734150657750829,0.2569466635028123,0.29266488882467334,0.4503884476725144
0.08111308307896872,0.2500591582885441,0.2823090753705386,0.4676317663409173
0.09770099572992257,0.24307746176291523,0.27225429990852235,0.48466823832856243
0.1176811952434999,0.236034817905789,0.2625692237169061,0.5013959583773048
0.14174741629268062,0.22902452099329282,0.25325165184060305,0.5177238271661041
0.1707352647470692,0.22216330982049975,0.24431592420149426,0.5335207659780059
0.20565123083486536,0.21556709166912486,0.23581661749114566,0.5486162908397294
0.24770763559917114,0.20934329917557212,0.22783433330100253,0.5628223675234253
0.298364724028334,0.2035903164699103,0.22045704246984557,0.5759526410602441
0.3593813663804629,0.19839739438581175,0.21376885058742714,0.5878337550267612
0.43287612810830617,0.19384381980377077,0.20784457614188723,0.5983116040543421
0.521400828799969,0.18999783571263373,0.20274712724668412,0.6072550370406822
0.6280291441834259,0.1869157766046131,0.19852627130628844,0.6145579520890985
0.7564633275546291,0.18464169533271282,0.19521833270586328,0.6201399719614239
0.9111627561154896,0.1832076832414685,0.19284670865262607,0.6239456081059055
1.0974987654930568,0.18263512556513278,0.19142327638817253,0.6259415980466947
1.3219411484660315,0.18293739612671867,0.19095102957902985,0.6261115742942515
1.592282793341094,0.18412501071976686,0.19142880515435323,0.6244461841258799
1.9179102616724888,0.18621350391370456,0.1928588386322836,0.6209276574540119
2.310129700083163,0.1892281943622139,0.1952534231657026,0.6155183824720835
2.782559402207126,0.19319049497044952,0.1986272927101124,0.608182212319438
3.351602650938848,0.19807602346009517,0.20296243980682513,0.5989615367330797
4.037017258596558,0.2037661692824323,0.20815841526704332,0.5880754154505244
4.862601580065354,0.21003819609287727,0.21401053266738918,0.5759512712397334
5.857020818056673,0.21661376661891915,0.22024518660345252,0.5631410467776283
7.054802310718645,0.2232345782611179,0.22659219446848297,0.5501732272703991
8.497534359086455,0.22971500064990316,0.2328452246228846,0.5374397747272123
10.235310218990268,0.23594901597550927,0.2388794896396868,0.5251714943848039
12.328467394420684,0.2418860747179621,0.24463321766688417,0.5134807076151536
14.849682622544666,0.2475030357210025,0.2500787587966171,0.5024182054823804
17.886495290574352,0.2527865886270264,0.2552017062649663,0.49201170510800724
21.544346900318867,0.25772649438464085,0.259991791928364,0.48228171368699513
25.950242113997373,0.26231765088696773,0.26444396210508286,0.4732383870079493
31.257158496882415,0.26656618663310233,0.26856409083395255,0.4648697225329451
37.649358067924716,0.2704856723713638,0.2723652827250003,0.45714904490363584
45.34878508128591,0.274072953208601,0.2758444310264303,0.4500826157649688
54.62277217684348,0.2772775155701992,0.27895250203993655,0.44376998238986415
65.79332246575683,0.27999814806968365,0.281591289497252,0.43841056243306437
79.24828983539186,0.2821269787984033,0.2836561249490843,0.43421689625251236
95.45484566618347,0.2836184716775754,0.2851028054907129,0.4312787228317117
114.9756995397738,0.28453082350603004,0.2859877549414289,0.429481421552541
138.48863713938746,0.2850069399137741,0.28644957408310917,0.4285434860031167
166.81005372000593,0.2852137607235886,0.2866501848872259,0.42813605438918556
200.923300256505,0.285286359340803,0.28672060374313013,0.42799303691606677
242.01282647943833,0.2853061971044205,0.2867398458890049,0.4279539570065746
291.5053062825182,0.28531022468989947,0.2867437525488933,0.42794602276120725
351.11917342151344,0.28531079862561,0.286744309252575,0.427944892121815
422.9242874389508,0.2853108522285503,0.2867443612461233,0.42794478652532636
509.4138014816386,0.2853108552510333,0.28674436417785815,0.42794478057110863
613.5907273413176,0.28531085534427264,0.2867443642682982,0.42794478038742917
739.072203352579,0.2853108553456701,0.28674436426965383,0.42794478038467604
890.2150854450392,0.285310855345679,0.28674436426966193,0.4279447803846591
1072.2672220103254,0.285310855345679,0.28674436426966216,0.42794478038465883
1291.5496650148852,0.285310855345679,0.28674436426966216,0.42794478038465883
1555.6761439304755,0.285310855345679,0.28674436426966216,0.42794478038465883
1873.8174228603868,0.285310855345679,0.28674436426966216,0.42794478038465883
2257.0197196339213,0.285310855345679,0.28674436426966216,0.42794478038465883
2718.5882427329457,0.285310855345679,0.28674436426966216,0.42794478038465883
3274.5491628777318,0.285310855345679,0.28674436426966216,0.42794478038465883
3944.206059437664,0.285310855345679,0.28674436426966216,0.42794478038465883
4750.810162102803,0.285310855345679,0.28674436426966216,0.42794478038465883
5722.3676593502205,0.285310855345679,0.28674436426966216,0.42794478038465883
6892.61210434971,0.285310855345679,0.28674436426966216,0.42794478038465883
8302.175681319752,0.285310855345679,0.28674436426966216,0.42794478038465883
10000.0,0.285310855345679,0.28674436426966216,0.42794478038465883
