s,X,Y,R
0.0001,0.3330468911621851,0.30655789752266177,0.36039521131515306
0.00014563484775012445,0.332966552966677,0.2944735101099818,0.3725599369233412
0.00021209508879201905,0.33290387187434517,0.2771874769294614,0.3899086511961934
0.00030888435964774815,0.3329206774101114,0.2529792508773734,0.4141000717125152
0.0004498432668969444,0.33314566079777896,0.22052394586437316,0.44633039333784796
0.0006551285568595509,0.3337949673851244,0.1805701025770428,0.48563493003783276
0.0009540954763499944,0.33512090147765927,0.13834725140692056,0.5265318471154202
0.0013894954943731374,0.3372550363543925,0.10304933775697807,0.5596956258886294
0.0020235896477251557,0.3401728832367369,0.08059305878029434,0.5792340579829688
0.0029470517025518097,0.3439811267612742,0.0683785429782604,0.5876403302604655
0.004291934260128779,0.34901569194848236,0.061196879846118726,0.589787428205399
0.0062505519252739694,0.3555011199234361,0.056787173566183215,0.5877117065103807
0.009102981779915217,0.3632106071274834,0.05480301276151616,0.5819863801110003
0.013257113655901081,0.371145130294305,0.05532921485074381,0.5735256548549512
0.019306977288832496,0.3773558924110647,0.05856009967730344,0.5640840079116318
0.02811768697974228,0.3796580958061039,0.06467865340494428,0.555663250788952
0.040949150623804234,0.3774928910753746,0.07372255889462348,0.548784550030002
0.05963623316594643,0.3727261821436634,0.08551255160967144,0.5417612662466651
0.08685113737513521,0.36739721809573106,0.09972837601336934,0.5328744058908996
0.12648552168552957,0.36196219055612716,0.11611167170190502,0.5219261377419678
0.18420699693267145,0.3563061025541059,0.13456397980689971,0.5091299176389944
0.2682695795279725,0.35053359058561223,0.15504334903950898,0.4944230603748789
0.3906939937054613,0.34489251369785856,0.17746390869569806,0.4776435776064433
0.5689866029018293,0.33968290931945555,0.2016847337953706,0.45863235688517384
0.8286427728546842,0.33518845556851873,0.22752990280822108,0.43728164162326016
1.2067926406393288,0.33158887053294867,0.25470094310458036,0.413710186362471
1.7575106248547894,0.3290642547560457,0.2820410816594893,0.3888946635844649
2.559547922699533,0.3282146927733453,0.3061096485277154,0.3656756586989393
3.727593720314938,0.32947418838429643,0.32252144633661795,0.34800436527908557
5.428675439323859,0.33163534288488095,0.3304041610977269,0.33796049601739214
7.9060432109076855,0.33295777819738687,0.3328612388819612,0.334180982920652
11.513953993264458,0.33329978079320993,0.33329743192966504,0.33340278727712497
16.768329368110066,0.3333324529841551,0.33333244251751654,0.33333510449832837
24.420530945486497,0.3333333291444444,0.33333332914444425,0.3333333417111113
35.564803062231285,0.3333333333333335,0.33333333333333326,0.33333333333333337
51.79474679231202,0.3333333333333335,0.33333333333333326,0.33333333333333337
75.43120063354607,0.3333333333333335,0.33333333333333326,0.33333333333333337
109.85411419875572,0.3333333333333335,0.33333333333333326,0.33333333333333337
159.98587196060572,0.3333333333333335,0.33333333333333326,0.33333333333333337
232.99518105153672,0.3333333333333335,0.33333333333333326,0.33333333333333337
339.3221771895323,0.3333333333333335,0.33333333333333326,0.33333333333333337
494.1713361323828,0.3333333333333335,0.33333333333333326,0.33333333333333337
719.6856730011514,0.3333333333333335,0.33333333333333326,0.33333333333333337
1048.1131341546852,0.3333333333333335,0.33333333333333326,0.33333333333333337
1526.4179671752302,0.3333333333333335,0.33333333333333326,0.33333333333333337
2222.996482526191,0.3333333333333335,0.33333333333333326,0.33333333333333337
3237.45754281764,0.3333333333333335,0.33333333333333326,0.33333333333333337
4714.8663634573895,0.3333333333333335,0.33333333333333326,0.33333333333333337
6866.488450042998,0.3333333333333335,0.33333333333333326,0.33333333333333337
10000.0,0.3333333333333335,0.33333333333333326,0.33333333333333337
