s,X,Y_{cj},Y_{rj},T,U,V,W
0.0001,0.1427213463749069,0.14389759527565435,0.1439467853216532,0.14199578698244472,0.14269692175694182,0.1420200317705527,0.14272153251784628
0.00014563484775012445,0.1426578296047248,0.14437405582022042,0.14444574473463823,0.1416033481646896,0.14262234650785952,0.1416384509937217,0.14265822417414567
0.00021209508879201905,0.1425635944972478,0.1450697919680498,0.14517430260077033,0.14103254428446546,0.14251210552549132,0.14108323118721594,0.14256442993675927
0.00030888435964774815,0.14242268315319231,0.1460869159826937,0.1462393420301186,0.14020280658537157,0.1423480948249544,0.1402757064566141,0.1424244509670553
0.0004498432668969444,0.14220968399148173,0.14757639685894142,0.14779883954652318,0.13899775771651104,0.14210190699776779,0.1391019947385623,0.14221342015021243
0.0006551285568595509,0.14188299982970895,0.14976279211961155,0.15008767209275334,0.1372500183972188,0.14172785841061367,0.13739777665150543,0.1418908824985883
0.0009540954763499944,0.14137237540684802,0.15298280605375825,0.1534577736460056,0.13472048969895797,0.14115034705632826,0.13492724469383938,0.1413889634442625
0.0013894954943731374,0.14055519587223594,0.1577463488517601,0.15844151195446277,0.13107149894780984,0.14024029617694245,0.13135519029198714,0.1405899579048019
0.0020235896477251557,0.13921082187005404,0.1648342083408553,0.165852525654962,0.12583549789879886,0.1387705791969349,0.12621318052697106,0.13928318651142388
0.0029470517025518097,0.1369328929538158,0.17545294723648489,0.1769440341445906,0.11838849620273734,0.1363318498200482,0.1188678901382729,0.13708188950405023
0.004291934260128779,0.13296740874644272,0.19146595105396558,0.19364001340318893,0.10795785965668973,0.13217982024996203,0.10852045695644193,0.13326848993330903
0.0062505519252739694,0.12594944165613206,0.21566523379525013,0.21878996683939023,0.09374472809432963,0.1249925112600727,0.0943200337694442,0.12653808458538118
0.009102981779915217,0.11363414036833173,0.2517828180770122,0.2561032318102941,0.07533922492150533,0.1126364605306787,0.07578557849297056,0.11471854579920733
0.013257113655901081,0.0932614103880513,0.3031143504968873,0.3085503629561781,0.05366156321692988,0.09254996292980934,0.053806282465140055,0.09505606754700388
0.019306977288832496,0.06424803459239581,0.3676221207427926,0.3731518609125051,0.03208875136822696,0.06429022991543198,0.03188292169136273,0.06671608077728504
0.02811768697974228,0.03314382485860265,0.4314459753002233,0.4349837201105069,0.015521732629077948,0.034056613539123946,0.015160768177444967,0.03568736538502039
0.040949150623804234,0.011417223442264725,0.47524824878444394,0.47570818982696444,0.006089252893992071,0.012529335147533004,0.00581474812010262,0.013193001784699
